reg,dep,codgeo,codbe,libbe
84,63,63113,8457,CLERMONT FERRAND
84,63,63213,8457,CLERMONT FERRAND
84,63,63200,8457,CLERMONT FERRAND
84,63,63099,8457,CLERMONT FERRAND
84,63,63204,8457,CLERMONT FERRAND
84,63,63019,8457,CLERMONT FERRAND
84,63,63063,8457,CLERMONT FERRAND
84,63,63164,8457,CLERMONT FERRAND
84,63,63042,8457,CLERMONT FERRAND
84,63,63384,8459,AMBERT
84,63,63394,8459,AMBERT
84,63,63398,8459,AMBERT
84,63,63412,8459,AMBERT
84,63,63180,8455,THIERS
84,63,63184,8455,THIERS
84,63,63194,8455,THIERS
84,63,63195,8455,THIERS
84,63,63196,8455,THIERS
84,63,63201,8455,THIERS
84,63,63210,8455,THIERS
84,63,63231,8455,THIERS
84,63,63249,8455,THIERS
84,63,63253,8455,THIERS
84,63,63260,8455,THIERS
84,63,63265,8455,THIERS
84,63,63267,8455,THIERS
84,63,63271,8455,THIERS
84,63,63276,8455,THIERS
84,63,63291,8455,THIERS
84,63,63298,8455,THIERS
84,63,63301,8455,THIERS
84,63,63310,8455,THIERS
84,63,63364,8455,THIERS
84,63,63393,8455,THIERS
84,63,63402,8455,THIERS
84,63,63414,8455,THIERS
84,63,63418,8455,THIERS
84,63,63420,8455,THIERS
84,63,63430,8455,THIERS
84,63,63461,8455,THIERS
84,63,63463,8455,THIERS
84,63,63468,8455,THIERS
84,63,63469,8455,THIERS
84,63,63431,8459,AMBERT
84,63,63441,8459,AMBERT
84,63,63454,8459,AMBERT
84,63,63465,8459,AMBERT
84,63,63002,8459,AMBERT
84,63,63003,8459,AMBERT
84,63,63010,8459,AMBERT
84,63,63023,8459,AMBERT
84,63,63027,8459,AMBERT
84,63,63037,8459,AMBERT
84,63,63039,8459,AMBERT
84,63,63056,8459,AMBERT
84,63,63008,8455,THIERS
84,63,63015,8455,THIERS
84,63,63016,8455,THIERS
84,63,63058,8455,THIERS
84,63,63066,8455,THIERS
84,63,63072,8455,THIERS
84,63,63095,8455,THIERS
84,63,63102,8455,THIERS
84,63,63125,8455,THIERS
84,63,63128,8455,THIERS
84,63,63131,8455,THIERS
84,63,63138,8455,THIERS
84,63,63151,8455,THIERS
84,63,63057,8459,AMBERT
84,63,63076,8459,AMBERT
84,63,63081,8459,AMBERT
84,63,63086,8459,AMBERT
84,63,63104,8459,AMBERT
84,63,63105,8459,AMBERT
84,63,63119,8459,AMBERT
84,63,63132,8459,AMBERT
84,63,63137,8459,AMBERT
84,63,63139,8459,AMBERT
84,63,63142,8459,AMBERT
84,63,63147,8459,AMBERT
84,63,63158,8459,AMBERT
84,63,63161,8459,AMBERT
84,63,63162,8459,AMBERT
84,63,63173,8459,AMBERT
84,63,63174,8459,AMBERT
84,63,63179,8459,AMBERT
84,63,63207,8459,AMBERT
84,63,63211,8459,AMBERT
84,63,63218,8459,AMBERT
84,63,63221,8459,AMBERT
84,63,63230,8459,AMBERT
84,63,63256,8459,AMBERT
84,63,63258,8459,AMBERT
84,63,63309,8459,AMBERT
84,63,63312,8459,AMBERT
84,63,63314,8459,AMBERT
84,63,63319,8459,AMBERT
84,63,63323,8459,AMBERT
84,63,63324,8459,AMBERT
84,63,63328,8459,AMBERT
84,63,63331,8459,AMBERT
84,63,63337,8459,AMBERT
84,63,63341,8459,AMBERT
84,63,63353,8459,AMBERT
84,63,63355,8459,AMBERT
84,63,63371,8459,AMBERT
84,63,63374,8459,AMBERT
84,63,63316,8461,ISSOIRE
84,63,63217,8461,ISSOIRE
84,63,63366,8461,ISSOIRE
84,63,63367,8461,ISSOIRE
84,63,63375,8461,ISSOIRE
84,63,63376,8461,ISSOIRE
84,63,63380,8461,ISSOIRE
84,63,63383,8461,ISSOIRE
84,63,63389,8461,ISSOIRE
84,63,63392,8461,ISSOIRE
84,63,63401,8461,ISSOIRE
84,63,63403,8461,ISSOIRE
84,63,63404,8461,ISSOIRE
84,63,63409,8461,ISSOIRE
84,63,63411,8461,ISSOIRE
84,63,63415,8461,ISSOIRE
84,63,63422,8461,ISSOIRE
84,63,63423,8461,ISSOIRE
84,63,63429,8461,ISSOIRE
84,63,63435,8461,ISSOIRE
84,63,63439,8461,ISSOIRE
84,63,63440,8461,ISSOIRE
84,63,63442,8461,ISSOIRE
84,63,63444,8461,ISSOIRE
84,63,63448,8461,ISSOIRE
84,63,63452,8461,ISSOIRE
84,63,63456,8461,ISSOIRE
84,63,63046,8461,ISSOIRE
84,63,63050,8461,ISSOIRE
84,63,63051,8461,ISSOIRE
84,63,63052,8461,ISSOIRE
84,63,63054,8461,ISSOIRE
84,63,63073,8461,ISSOIRE
84,63,63074,8461,ISSOIRE
84,63,63077,8461,ISSOIRE
84,63,63078,8461,ISSOIRE
84,63,63079,8461,ISSOIRE
84,63,63080,8461,ISSOIRE
84,63,63087,8461,ISSOIRE
84,63,63088,8461,ISSOIRE
84,63,63091,8461,ISSOIRE
84,63,63097,8461,ISSOIRE
84,63,63109,8461,ISSOIRE
84,63,63111,8461,ISSOIRE
84,63,63114,8461,ISSOIRE
84,63,63117,8461,ISSOIRE
84,63,63121,8461,ISSOIRE
84,63,63122,8461,ISSOIRE
84,63,63127,8461,ISSOIRE
84,63,63134,8461,ISSOIRE
84,63,63144,8461,ISSOIRE
84,63,63145,8461,ISSOIRE
84,63,63156,8461,ISSOIRE
84,63,63160,8461,ISSOIRE
84,63,63166,8461,ISSOIRE
84,63,63169,8461,ISSOIRE
84,63,63172,8461,ISSOIRE
84,63,63178,8461,ISSOIRE
84,63,63182,8461,ISSOIRE
84,63,63185,8461,ISSOIRE
84,63,63199,8461,ISSOIRE
84,63,63202,8461,ISSOIRE
84,63,63209,8461,ISSOIRE
84,63,63220,8461,ISSOIRE
84,63,63222,8461,ISSOIRE
84,63,63234,8461,ISSOIRE
84,63,63241,8461,ISSOIRE
84,63,63242,8461,ISSOIRE
84,63,63247,8461,ISSOIRE
84,63,63250,8461,ISSOIRE
84,63,63255,8461,ISSOIRE
84,63,63261,8461,ISSOIRE
84,63,63266,8461,ISSOIRE
84,63,63268,8461,ISSOIRE
84,63,63270,8461,ISSOIRE
84,63,63275,8461,ISSOIRE
84,63,63277,8461,ISSOIRE
84,63,63287,8461,ISSOIRE
84,63,63299,8461,ISSOIRE
84,63,63303,8461,ISSOIRE
84,63,63313,8461,ISSOIRE
84,63,63321,8461,ISSOIRE
84,63,63330,8461,ISSOIRE
84,63,63335,8461,ISSOIRE
84,63,63340,8461,ISSOIRE
84,63,63342,8461,ISSOIRE
84,63,63348,8461,ISSOIRE
84,63,63352,8461,ISSOIRE
84,63,63356,8461,ISSOIRE
84,63,63357,8461,ISSOIRE
84,63,63458,8461,ISSOIRE
84,63,63466,8461,ISSOIRE
84,63,63005,8461,ISSOIRE
84,63,63006,8461,ISSOIRE
84,63,63007,8461,ISSOIRE
84,63,63009,8461,ISSOIRE
84,63,63017,8461,ISSOIRE
84,63,63018,8461,ISSOIRE
84,63,63022,8461,ISSOIRE
84,63,63029,8461,ISSOIRE
84,63,63031,8461,ISSOIRE
84,63,63036,8461,ISSOIRE
84,63,63038,8461,ISSOIRE
84,63,63153,8461,ISSOIRE
84,63,63061,8458,RIOM ST ELOY
84,63,63062,8458,RIOM ST ELOY
84,63,63064,8458,RIOM ST ELOY
84,63,63067,8458,RIOM ST ELOY
84,63,63068,8458,RIOM ST ELOY
84,63,63082,8458,RIOM ST ELOY
84,63,63085,8458,RIOM ST ELOY
84,63,63089,8458,RIOM ST ELOY
84,63,63090,8458,RIOM ST ELOY
84,63,63358,8458,RIOM ST ELOY
84,63,63359,8458,RIOM ST ELOY
84,63,63446,8458,RIOM ST ELOY
84,63,63447,8458,RIOM ST ELOY
84,63,63459,8458,RIOM ST ELOY
84,63,63460,8458,RIOM ST ELOY
84,63,63462,8458,RIOM ST ELOY
84,63,63464,8458,RIOM ST ELOY
84,63,63467,8458,RIOM ST ELOY
84,63,63470,8458,RIOM ST ELOY
84,63,63471,8458,RIOM ST ELOY
84,63,63473,8458,RIOM ST ELOY
84,63,63092,8458,RIOM ST ELOY
84,63,63093,8458,RIOM ST ELOY
84,63,63094,8458,RIOM ST ELOY
84,63,63100,8458,RIOM ST ELOY
84,63,63101,8458,RIOM ST ELOY
84,63,63103,8458,RIOM ST ELOY
84,63,63107,8458,RIOM ST ELOY
84,63,63108,8458,RIOM ST ELOY
84,63,63110,8458,RIOM ST ELOY
84,63,63112,8458,RIOM ST ELOY
84,63,63115,8458,RIOM ST ELOY
84,63,63116,8458,RIOM ST ELOY
84,63,63118,8458,RIOM ST ELOY
84,63,63130,8458,RIOM ST ELOY
84,63,63135,8458,RIOM ST ELOY
84,63,63233,8458,RIOM ST ELOY
84,63,63235,8458,RIOM ST ELOY
84,63,63237,8458,RIOM ST ELOY
84,63,63238,8458,RIOM ST ELOY
84,63,63240,8458,RIOM ST ELOY
84,63,63243,8458,RIOM ST ELOY
84,63,63244,8458,RIOM ST ELOY
84,63,63245,8458,RIOM ST ELOY
84,63,63251,8458,RIOM ST ELOY
84,63,63278,8458,RIOM ST ELOY
84,63,63281,8458,RIOM ST ELOY
84,63,63283,8458,RIOM ST ELOY
84,63,63285,8458,RIOM ST ELOY
84,63,63286,8458,RIOM ST ELOY
84,63,63288,8458,RIOM ST ELOY
84,63,63290,8458,RIOM ST ELOY
84,63,63292,8458,RIOM ST ELOY
84,63,63293,8458,RIOM ST ELOY
84,63,63294,8458,RIOM ST ELOY
84,63,63295,8458,RIOM ST ELOY
84,63,63300,8458,RIOM ST ELOY
84,63,63304,8458,RIOM ST ELOY
84,63,63311,8458,RIOM ST ELOY
84,63,63317,8458,RIOM ST ELOY
84,63,63001,8458,RIOM ST ELOY
84,63,63004,8458,RIOM ST ELOY
84,63,63011,8458,RIOM ST ELOY
84,63,63012,8458,RIOM ST ELOY
84,63,63013,8458,RIOM ST ELOY
84,63,63025,8458,RIOM ST ELOY
84,63,63030,8458,RIOM ST ELOY
84,63,63033,8458,RIOM ST ELOY
84,63,63035,8458,RIOM ST ELOY
84,63,63041,8458,RIOM ST ELOY
84,63,63043,8458,RIOM ST ELOY
84,63,63055,8458,RIOM ST ELOY
84,63,63060,8458,RIOM ST ELOY
84,63,63361,8458,RIOM ST ELOY
84,63,63443,8458,RIOM ST ELOY
84,63,63140,8458,RIOM ST ELOY
84,63,63143,8458,RIOM ST ELOY
84,63,63148,8458,RIOM ST ELOY
84,63,63149,8458,RIOM ST ELOY
84,63,63150,8458,RIOM ST ELOY
84,63,63152,8458,RIOM ST ELOY
84,63,63159,8458,RIOM ST ELOY
84,63,63165,8458,RIOM ST ELOY
84,63,63167,8458,RIOM ST ELOY
84,63,63170,8458,RIOM ST ELOY
84,63,63171,8458,RIOM ST ELOY
84,63,63181,8458,RIOM ST ELOY
84,63,63186,8458,RIOM ST ELOY
84,63,63187,8458,RIOM ST ELOY
84,63,63197,8458,RIOM ST ELOY
84,63,63198,8458,RIOM ST ELOY
84,63,63203,8458,RIOM ST ELOY
84,63,63206,8458,RIOM ST ELOY
84,63,63208,8458,RIOM ST ELOY
84,63,63212,8458,RIOM ST ELOY
84,63,63215,8458,RIOM ST ELOY
84,63,63223,8458,RIOM ST ELOY
84,63,63224,8458,RIOM ST ELOY
84,63,63228,8458,RIOM ST ELOY
84,63,63232,8458,RIOM ST ELOY
84,63,63360,8458,RIOM ST ELOY
84,63,63362,8458,RIOM ST ELOY
84,63,63363,8458,RIOM ST ELOY
84,63,63369,8458,RIOM ST ELOY
84,63,63372,8458,RIOM ST ELOY
84,63,63373,8458,RIOM ST ELOY
84,63,63377,8458,RIOM ST ELOY
84,63,63379,8458,RIOM ST ELOY
84,63,63381,8458,RIOM ST ELOY
84,63,63382,8458,RIOM ST ELOY
84,63,63385,8458,RIOM ST ELOY
84,63,63387,8458,RIOM ST ELOY
84,63,63388,8458,RIOM ST ELOY
84,63,63390,8458,RIOM ST ELOY
84,63,63391,8458,RIOM ST ELOY
84,63,63400,8458,RIOM ST ELOY
84,63,63406,8458,RIOM ST ELOY
84,63,63408,8458,RIOM ST ELOY
84,63,63419,8458,RIOM ST ELOY
84,63,63424,8458,RIOM ST ELOY
84,63,63427,8458,RIOM ST ELOY
84,63,63428,8458,RIOM ST ELOY
84,63,63432,8458,RIOM ST ELOY
84,63,63436,8458,RIOM ST ELOY
84,63,63318,8458,RIOM ST ELOY
84,63,63320,8458,RIOM ST ELOY
84,63,63322,8458,RIOM ST ELOY
84,63,63327,8458,RIOM ST ELOY
84,63,63329,8458,RIOM ST ELOY
84,63,63332,8458,RIOM ST ELOY
84,63,63333,8458,RIOM ST ELOY
84,63,63338,8458,RIOM ST ELOY
84,63,63339,8458,RIOM ST ELOY
84,63,63344,8458,RIOM ST ELOY
84,63,63347,8458,RIOM ST ELOY
84,63,63349,8458,RIOM ST ELOY
84,63,63354,8458,RIOM ST ELOY
84,63,63123,8457,CLERMONT FERRAND
84,63,63126,8457,CLERMONT FERRAND
84,63,63425,8457,CLERMONT FERRAND
84,63,63084,8457,CLERMONT FERRAND
84,63,63315,8457,CLERMONT FERRAND
84,63,63070,8457,CLERMONT FERRAND
84,63,63345,8457,CLERMONT FERRAND
84,63,63407,8457,CLERMONT FERRAND
84,63,63259,8457,CLERMONT FERRAND
84,63,63449,8457,CLERMONT FERRAND
84,63,63026,8457,CLERMONT FERRAND
84,63,63396,8457,CLERMONT FERRAND
84,63,63395,8457,CLERMONT FERRAND
84,63,63274,8457,CLERMONT FERRAND
84,63,63279,8457,CLERMONT FERRAND
84,63,63289,8457,CLERMONT FERRAND
84,63,63305,8457,CLERMONT FERRAND
84,63,63308,8457,CLERMONT FERRAND
84,63,63326,8457,CLERMONT FERRAND
84,63,63336,8457,CLERMONT FERRAND
84,63,63346,8457,CLERMONT FERRAND
84,63,63351,8457,CLERMONT FERRAND
84,63,63370,8457,CLERMONT FERRAND
84,63,63386,8457,CLERMONT FERRAND
84,63,63397,8457,CLERMONT FERRAND
84,63,63399,8457,CLERMONT FERRAND
84,63,63410,8457,CLERMONT FERRAND
84,63,63416,8457,CLERMONT FERRAND
84,63,63417,8457,CLERMONT FERRAND
84,63,63421,8457,CLERMONT FERRAND
84,63,63426,8457,CLERMONT FERRAND
84,63,63433,8457,CLERMONT FERRAND
84,63,63437,8457,CLERMONT FERRAND
84,63,63450,8457,CLERMONT FERRAND
84,63,63451,8457,CLERMONT FERRAND
84,63,63176,8457,CLERMONT FERRAND
84,63,63183,8457,CLERMONT FERRAND
84,63,63189,8457,CLERMONT FERRAND
84,63,63190,8457,CLERMONT FERRAND
84,63,63191,8457,CLERMONT FERRAND
84,63,63192,8457,CLERMONT FERRAND
84,63,63219,8457,CLERMONT FERRAND
84,63,63225,8457,CLERMONT FERRAND
84,63,63236,8457,CLERMONT FERRAND
84,63,63246,8457,CLERMONT FERRAND
84,63,63248,8457,CLERMONT FERRAND
84,63,63254,8457,CLERMONT FERRAND
84,63,63257,8457,CLERMONT FERRAND
84,63,63263,8457,CLERMONT FERRAND
84,63,63264,8457,CLERMONT FERRAND
84,63,63020,8457,CLERMONT FERRAND
84,63,63024,8457,CLERMONT FERRAND
84,63,63028,8457,CLERMONT FERRAND
84,63,63047,8457,CLERMONT FERRAND
84,63,63048,8457,CLERMONT FERRAND
84,63,63053,8457,CLERMONT FERRAND
84,63,63071,8457,CLERMONT FERRAND
84,63,63075,8457,CLERMONT FERRAND
84,63,63083,8457,CLERMONT FERRAND
84,63,63098,8457,CLERMONT FERRAND
84,63,63129,8457,CLERMONT FERRAND
84,63,63141,8457,CLERMONT FERRAND
84,63,63163,8457,CLERMONT FERRAND
84,63,63175,8457,CLERMONT FERRAND
84,63,63014,8457,CLERMONT FERRAND
84,63,63272,8457,CLERMONT FERRAND
84,63,63307,8457,CLERMONT FERRAND
84,63,63032,8457,CLERMONT FERRAND
84,63,63262,8457,CLERMONT FERRAND
84,63,63269,8457,CLERMONT FERRAND
84,63,63472,8457,CLERMONT FERRAND
84,63,63455,8457,CLERMONT FERRAND
84,63,63413,8457,CLERMONT FERRAND
84,63,63457,8457,CLERMONT FERRAND
84,63,63280,8457,CLERMONT FERRAND
84,63,63214,8457,CLERMONT FERRAND
84,63,63282,8457,CLERMONT FERRAND
84,63,63302,8457,CLERMONT FERRAND
84,63,63021,8457,CLERMONT FERRAND
84,63,63044,8457,CLERMONT FERRAND
84,63,63045,8457,CLERMONT FERRAND
84,63,63049,8457,CLERMONT FERRAND
84,63,63059,8457,CLERMONT FERRAND
84,63,63065,8457,CLERMONT FERRAND
84,63,63069,8457,CLERMONT FERRAND
84,63,63096,8457,CLERMONT FERRAND
84,63,63106,8457,CLERMONT FERRAND
84,63,63124,8457,CLERMONT FERRAND
84,63,63133,8457,CLERMONT FERRAND
84,63,63136,8457,CLERMONT FERRAND
84,63,63146,8457,CLERMONT FERRAND
84,63,63154,8457,CLERMONT FERRAND
84,63,63155,8457,CLERMONT FERRAND
84,63,63157,8457,CLERMONT FERRAND
84,63,63168,8457,CLERMONT FERRAND
84,63,63177,8457,CLERMONT FERRAND
84,63,63188,8457,CLERMONT FERRAND
84,63,63205,8457,CLERMONT FERRAND
84,63,63216,8457,CLERMONT FERRAND
84,63,63226,8457,CLERMONT FERRAND
84,63,63227,8457,CLERMONT FERRAND
84,63,63229,8457,CLERMONT FERRAND
84,63,63239,8457,CLERMONT FERRAND
84,63,63252,8457,CLERMONT FERRAND
84,63,63273,8457,CLERMONT FERRAND
84,63,63296,8457,CLERMONT FERRAND
84,63,63297,8457,CLERMONT FERRAND
84,63,63306,8457,CLERMONT FERRAND
84,63,63325,8457,CLERMONT FERRAND
84,63,63334,8457,CLERMONT FERRAND
84,63,63343,8457,CLERMONT FERRAND
84,63,63350,8457,CLERMONT FERRAND
84,63,63365,8457,CLERMONT FERRAND
84,63,63368,8457,CLERMONT FERRAND
84,63,63378,8457,CLERMONT FERRAND
84,63,63405,8457,CLERMONT FERRAND
84,63,63434,8457,CLERMONT FERRAND
84,63,63438,8457,CLERMONT FERRAND
84,63,63445,8457,CLERMONT FERRAND
84,63,63120,8457,CLERMONT FERRAND
84,63,63193,8457,CLERMONT FERRAND
84,63,63284,8457,CLERMONT FERRAND
84,63,63040,8457,CLERMONT FERRAND
84,63,63453,8457,CLERMONT FERRAND
84,63,63034,8457,CLERMONT FERRAND
84,43,43167,8460,BRIOUDE
84,43,43169,8460,BRIOUDE
84,43,43170,8460,BRIOUDE
84,43,43171,8460,BRIOUDE
84,43,43175,8460,BRIOUDE
84,43,43178,8460,BRIOUDE
84,43,43182,8460,BRIOUDE
84,43,43183,8460,BRIOUDE
84,43,43185,8460,BRIOUDE
84,43,43188,8460,BRIOUDE
84,43,43191,8460,BRIOUDE
84,43,43193,8460,BRIOUDE
84,43,43195,8460,BRIOUDE
84,43,43202,8460,BRIOUDE
84,43,43206,8460,BRIOUDE
84,43,43207,8460,BRIOUDE
84,43,43208,8460,BRIOUDE
84,43,43001,8460,BRIOUDE
84,43,43006,8460,BRIOUDE
84,43,43009,8460,BRIOUDE
84,43,43011,8460,BRIOUDE
84,43,43013,8460,BRIOUDE
84,43,43014,8460,BRIOUDE
84,43,43015,8460,BRIOUDE
84,43,43016,8460,BRIOUDE
84,43,43017,8460,BRIOUDE
84,43,43022,8460,BRIOUDE
84,43,43029,8460,BRIOUDE
84,43,43031,8460,BRIOUDE
84,43,43033,8460,BRIOUDE
84,43,43038,8460,BRIOUDE
84,43,43040,8460,BRIOUDE
84,43,43044,8460,BRIOUDE
84,43,43050,8460,BRIOUDE
84,43,43052,8460,BRIOUDE
84,43,43054,8460,BRIOUDE
84,43,43055,8460,BRIOUDE
84,43,43264,8460,BRIOUDE
84,43,43060,8460,BRIOUDE
84,43,43063,8460,BRIOUDE
84,43,43064,8460,BRIOUDE
84,43,43065,8460,BRIOUDE
84,43,43067,8460,BRIOUDE
84,43,43068,8460,BRIOUDE
84,43,43070,8460,BRIOUDE
84,43,43072,8460,BRIOUDE
84,43,43074,8460,BRIOUDE
84,43,43075,8460,BRIOUDE
84,43,43079,8460,BRIOUDE
84,43,43081,8460,BRIOUDE
84,43,43082,8460,BRIOUDE
84,43,43083,8460,BRIOUDE
84,43,43085,8460,BRIOUDE
84,43,43086,8460,BRIOUDE
84,43,43088,8460,BRIOUDE
84,43,43090,8460,BRIOUDE
84,43,43094,8460,BRIOUDE
84,43,43096,8460,BRIOUDE
84,43,43099,8460,BRIOUDE
84,43,43100,8460,BRIOUDE
84,43,43103,8460,BRIOUDE
84,43,43104,8460,BRIOUDE
84,43,43105,8460,BRIOUDE
84,43,43106,8460,BRIOUDE
84,43,43107,8460,BRIOUDE
84,43,43110,8460,BRIOUDE
84,43,43112,8460,BRIOUDE
84,43,43116,8460,BRIOUDE
84,43,43117,8460,BRIOUDE
84,43,43118,8460,BRIOUDE
84,43,43219,8460,BRIOUDE
84,43,43220,8460,BRIOUDE
84,43,43222,8460,BRIOUDE
84,43,43226,8460,BRIOUDE
84,43,43232,8460,BRIOUDE
84,43,43234,8460,BRIOUDE
84,43,43239,8460,BRIOUDE
84,43,43242,8460,BRIOUDE
84,43,43245,8460,BRIOUDE
84,43,43247,8460,BRIOUDE
84,43,43250,8460,BRIOUDE
84,43,43255,8460,BRIOUDE
84,43,43256,8460,BRIOUDE
84,43,43258,8460,BRIOUDE
84,43,43261,8460,BRIOUDE
84,43,43262,8460,BRIOUDE
84,43,43056,8460,BRIOUDE
84,43,43120,8460,BRIOUDE
84,43,43121,8460,BRIOUDE
84,43,43123,8460,BRIOUDE
84,43,43125,8460,BRIOUDE
84,43,43131,8460,BRIOUDE
84,43,43132,8460,BRIOUDE
84,43,43133,8460,BRIOUDE
84,43,43136,8460,BRIOUDE
84,43,43139,8460,BRIOUDE
84,43,43147,8460,BRIOUDE
84,43,43148,8460,BRIOUDE
84,43,43149,8460,BRIOUDE
84,43,43151,8460,BRIOUDE
84,43,43155,8460,BRIOUDE
84,43,43039,8453,LE PUY
84,43,43041,8453,LE PUY
84,43,43042,8453,LE PUY
84,43,43043,8453,LE PUY
84,43,43045,8453,LE PUY
84,43,43046,8453,LE PUY
84,43,43047,8453,LE PUY
84,43,43048,8453,LE PUY
84,43,43057,8453,LE PUY
84,43,43059,8453,LE PUY
84,43,43061,8453,LE PUY
84,43,43062,8453,LE PUY
84,43,43071,8453,LE PUY
84,43,43073,8453,LE PUY
84,43,43115,8453,LE PUY
84,43,43119,8453,LE PUY
84,43,43122,8453,LE PUY
84,43,43124,8453,LE PUY
84,43,43126,8453,LE PUY
84,43,43128,8453,LE PUY
84,43,43135,8453,LE PUY
84,43,43138,8453,LE PUY
84,43,43140,8453,LE PUY
84,43,43143,8453,LE PUY
84,43,43144,8453,LE PUY
84,43,43145,8453,LE PUY
84,43,43152,8453,LE PUY
84,43,43002,8453,LE PUY
84,43,43003,8453,LE PUY
84,43,43004,8453,LE PUY
84,43,43005,8453,LE PUY
84,43,43008,8453,LE PUY
84,43,43010,8453,LE PUY
84,43,43018,8453,LE PUY
84,43,43019,8453,LE PUY
84,43,43021,8453,LE PUY
84,43,43023,8453,LE PUY
84,43,43026,8453,LE PUY
84,43,43027,8453,LE PUY
84,43,43030,8453,LE PUY
84,43,43032,8453,LE PUY
84,43,43034,8453,LE PUY
84,43,43035,8453,LE PUY
84,43,43036,8453,LE PUY
84,43,43037,8453,LE PUY
84,43,43076,8453,LE PUY
84,43,43077,8453,LE PUY
84,43,43078,8453,LE PUY
84,43,43080,8453,LE PUY
84,43,43084,8453,LE PUY
84,43,43089,8453,LE PUY
84,43,43091,8453,LE PUY
84,43,43093,8453,LE PUY
84,43,43095,8453,LE PUY
84,43,43097,8453,LE PUY
84,43,43098,8453,LE PUY
84,43,43101,8453,LE PUY
84,43,43108,8453,LE PUY
84,43,43109,8453,LE PUY
84,43,43111,8453,LE PUY
84,43,43113,8453,LE PUY
84,43,43154,8453,LE PUY
84,43,43156,8453,LE PUY
84,43,43157,8453,LE PUY
84,43,43160,8453,LE PUY
84,43,43164,8453,LE PUY
84,43,43165,8453,LE PUY
84,43,43166,8453,LE PUY
84,43,43168,8453,LE PUY
84,43,43173,8453,LE PUY
84,43,43174,8453,LE PUY
84,43,43176,8453,LE PUY
84,43,43180,8453,LE PUY
84,43,43181,8453,LE PUY
84,43,43186,8453,LE PUY
84,43,43187,8453,LE PUY
84,43,43189,8453,LE PUY
84,43,43190,8453,LE PUY
84,43,43192,8453,LE PUY
84,43,43194,8453,LE PUY
84,43,43196,8453,LE PUY
84,43,43197,8453,LE PUY
84,43,43198,8453,LE PUY
84,43,43200,8453,LE PUY
84,43,43201,8453,LE PUY
84,43,43210,8453,LE PUY
84,43,43212,8453,LE PUY
84,43,43214,8453,LE PUY
84,43,43215,8453,LE PUY
84,43,43216,8453,LE PUY
84,43,43217,8453,LE PUY
84,43,43218,8453,LE PUY
84,43,43221,8453,LE PUY
84,43,43225,8453,LE PUY
84,43,43228,8453,LE PUY
84,43,43229,8453,LE PUY
84,43,43230,8453,LE PUY
84,43,43231,8453,LE PUY
84,43,43233,8453,LE PUY
84,43,43237,8453,LE PUY
84,43,43238,8453,LE PUY
84,43,43241,8453,LE PUY
84,43,43246,8453,LE PUY
84,43,43251,8453,LE PUY
84,43,43252,8453,LE PUY
84,43,43254,8453,LE PUY
84,43,43257,8453,LE PUY
84,43,43259,8453,LE PUY
84,43,43260,8453,LE PUY
84,43,43263,8453,LE PUY
84,43,43267,8453,LE PUY
84,43,43141,8454,MONISTROL YSSINGEAUX
84,43,43142,8454,MONISTROL YSSINGEAUX
84,43,43172,8454,MONISTROL YSSINGEAUX
84,43,43020,8454,MONISTROL YSSINGEAUX
84,43,43024,8454,MONISTROL YSSINGEAUX
84,43,43025,8454,MONISTROL YSSINGEAUX
84,43,43028,8454,MONISTROL YSSINGEAUX
84,43,43049,8454,MONISTROL YSSINGEAUX
84,43,43051,8454,MONISTROL YSSINGEAUX
84,43,43053,8454,MONISTROL YSSINGEAUX
84,43,43058,8454,MONISTROL YSSINGEAUX
84,43,43066,8454,MONISTROL YSSINGEAUX
84,43,43069,8454,MONISTROL YSSINGEAUX
84,43,43087,8454,MONISTROL YSSINGEAUX
84,43,43092,8454,MONISTROL YSSINGEAUX
84,43,43102,8454,MONISTROL YSSINGEAUX
84,43,43114,8454,MONISTROL YSSINGEAUX
84,43,43127,8454,MONISTROL YSSINGEAUX
84,43,43129,8454,MONISTROL YSSINGEAUX
84,43,43130,8454,MONISTROL YSSINGEAUX
84,43,43134,8454,MONISTROL YSSINGEAUX
84,43,43137,8454,MONISTROL YSSINGEAUX
84,43,43150,8454,MONISTROL YSSINGEAUX
84,43,43153,8454,MONISTROL YSSINGEAUX
84,43,43158,8454,MONISTROL YSSINGEAUX
84,43,43159,8454,MONISTROL YSSINGEAUX
84,43,43162,8454,MONISTROL YSSINGEAUX
84,43,43163,8454,MONISTROL YSSINGEAUX
84,43,43177,8454,MONISTROL YSSINGEAUX
84,43,43184,8454,MONISTROL YSSINGEAUX
84,43,43199,8454,MONISTROL YSSINGEAUX
84,43,43203,8454,MONISTROL YSSINGEAUX
84,43,43204,8454,MONISTROL YSSINGEAUX
84,43,43205,8454,MONISTROL YSSINGEAUX
84,43,43211,8454,MONISTROL YSSINGEAUX
84,43,43007,8454,MONISTROL YSSINGEAUX
84,43,43012,8454,MONISTROL YSSINGEAUX
84,43,43213,8454,MONISTROL YSSINGEAUX
84,43,43223,8454,MONISTROL YSSINGEAUX
84,43,43224,8454,MONISTROL YSSINGEAUX
84,43,43227,8454,MONISTROL YSSINGEAUX
84,43,43236,8454,MONISTROL YSSINGEAUX
84,43,43240,8454,MONISTROL YSSINGEAUX
84,43,43244,8454,MONISTROL YSSINGEAUX
