CODGEO,LIBGEO,BV2022,LIBBV2022,TYPE_COMMUNE_BV2022,DEP,REG
01001,L'Abergement-Clémenciat,01093,Châtillon-sur-Chalaronne,00,01,84
01002,L'Abergement-de-Varey,01004,Ambérieu-en-Bugey,00,01,84
01004,Ambérieu-en-Bugey,01004,Ambérieu-en-Bugey,20,01,84
01005,Ambérieux-en-Dombes,01333,Saint-André-de-Corcy,00,01,84
01006,Ambléon,01034,Belley,00,01,84
01007,Ambronay,01004,Ambérieu-en-Bugey,00,01,84
01008,Ambutrix,01004,Ambérieu-en-Bugey,00,01,84
01009,Andert-et-Condon,01034,Belley,00,01,84
01010,Anglefort,74269,Seyssel,00,01,84
01011,Apremont,01283,Oyonnax,00,01,84
01012,Aranc,01185,Plateau d'Hauteville,00,01,84
01013,Arandas,01004,Ambérieu-en-Bugey,00,01,84
01014,Arbent,01283,Oyonnax,20,01,84
01015,Arboys en Bugey,01034,Belley,00,01,84
01016,Arbigny,01305,Pont-de-Vaux,00,01,84
01017,Argis,01185,Plateau d'Hauteville,00,01,84
01019,Armix,01034,Belley,00,01,84
01021,Ars-sur-Formans,69264,Villefranche-sur-Saône,00,01,84
01022,Artemare,01034,Belley,00,01,84
01023,Asnières-sur-Saône,71270,Mâcon,00,01,84
01024,Attignat,01266,Montrevel-en-Bresse,00,01,84
01025,Bâgé-Dommartin,71270,Mâcon,00,01,84
01026,Bâgé-le-Châtel,71270,Mâcon,00,01,84
01027,Balan,01262,Montluel,00,01,84
01028,Baneins,01093,Châtillon-sur-Chalaronne,00,01,84
01029,Beaupont,39475,Saint-Amour,00,01,84
01030,Beauregard,69264,Villefranche-sur-Saône,00,01,84
01031,Bellignat,01283,Oyonnax,00,01,84
01032,Béligneux,01262,Montluel,00,01,84
01033,Valserhône,01033,Valserhône,20,01,84
01034,Belley,01034,Belley,20,01,84
01035,Belleydoux,01283,Oyonnax,00,01,84
01036,Valromey-sur-Séran,01034,Belley,00,01,84
01037,Bénonces,38247,Montalieu-Vercieu,00,01,84
01038,Bény,01266,Montrevel-en-Bresse,00,01,84
01040,Béréziat,01266,Montrevel-en-Bresse,00,01,84
01041,Bettant,01004,Ambérieu-en-Bugey,00,01,84
01042,Bey,69019,Belleville-en-Beaujolais,00,01,84
01043,Beynost,69123,Lyon,20,01,84
01044,Billiat,01033,Valserhône,00,01,84
01045,Birieux,01443,Villars-les-Dombes,00,01,84
01046,Biziat,01457,Vonnas,00,01,84
01047,Blyes,01244,Meximieux,00,01,84
01049,La Boisse,01262,Montluel,00,01,84
01050,Boissey,01305,Pont-de-Vaux,00,01,84
01051,Bolozon,01072,Ceyzériat,00,01,84
01052,Bouligneux,01443,Villars-les-Dombes,00,01,84
01053,Bourg-en-Bresse,01053,Bourg-en-Bresse,20,01,84
01054,Bourg-Saint-Christophe,01244,Meximieux,00,01,84
01056,Boyeux-Saint-Jérôme,01004,Ambérieu-en-Bugey,00,01,84
01057,Boz,01305,Pont-de-Vaux,00,01,84
01058,Brégnier-Cordon,73236,Saint-Genix-les-Villages,00,01,84
01060,Brénod,01185,Plateau d'Hauteville,00,01,84
01061,Brens,01034,Belley,00,01,84
01062,Bressolles,01262,Montluel,00,01,84
01063,Brion,01265,Montréal-la-Cluse,00,01,84
01064,Briord,38247,Montalieu-Vercieu,00,01,84
01065,Buellas,01053,Bourg-en-Bresse,00,01,84
01066,La Burbanche,01034,Belley,00,01,84
01067,Ceignes,01265,Montréal-la-Cluse,00,01,84
01068,Cerdon,01004,Ambérieu-en-Bugey,00,01,84
01069,Certines,01053,Bourg-en-Bresse,00,01,84
01071,Cessy,01173,Gex,00,01,84
01072,Ceyzériat,01072,Ceyzériat,20,01,84
01073,Ceyzérieu,01138,Culoz-Béon,00,01,84
01074,Chalamont,01004,Ambérieu-en-Bugey,00,01,84
01075,Chaleins,69264,Villefranche-sur-Saône,00,01,84
01076,Chaley,01185,Plateau d'Hauteville,00,01,84
01077,Challes-la-Montagne,01004,Ambérieu-en-Bugey,00,01,84
01078,Challex,01354,Saint-Genis-Pouilly,00,01,84
01079,Champagne-en-Valromey,01034,Belley,00,01,84
01080,Champdor-Corcelles,01185,Plateau d'Hauteville,00,01,84
01081,Champfromier,01033,Valserhône,00,01,84
01082,Chanay,74269,Seyssel,00,01,84
01083,Chaneins,69019,Belleville-en-Beaujolais,00,01,84
01084,Chanoz-Châtenay,01093,Châtillon-sur-Chalaronne,00,01,84
01085,La Chapelle-du-Châtelard,01093,Châtillon-sur-Chalaronne,00,01,84
01087,Charix,01265,Montréal-la-Cluse,00,01,84
01088,Charnoz-sur-Ain,01244,Meximieux,00,01,84
01089,Château-Gaillard,01004,Ambérieu-en-Bugey,00,01,84
01090,Châtenay,01004,Ambérieu-en-Bugey,00,01,84
01092,Châtillon-la-Palud,01004,Ambérieu-en-Bugey,00,01,84
01093,Châtillon-sur-Chalaronne,01093,Châtillon-sur-Chalaronne,20,01,84
01094,Chavannes-sur-Reyssouze,01305,Pont-de-Vaux,00,01,84
01095,Nivigne et Suran,01072,Ceyzériat,00,01,84
01096,Chaveyriat,01457,Vonnas,00,01,84
01098,Chazey-Bons,01034,Belley,00,01,84
01099,Chazey-sur-Ain,01244,Meximieux,00,01,84
01100,Cheignieu-la-Balme,01034,Belley,00,01,84
01101,Chevillard,01265,Montréal-la-Cluse,00,01,84
01102,Chevroux,01305,Pont-de-Vaux,00,01,84
01103,Chevry,01354,Saint-Genis-Pouilly,00,01,84
01104,Chézery-Forens,01033,Valserhône,00,01,84
01105,Civrieux,69143,Neuville-sur-Saône,00,01,84
01106,Cize,01072,Ceyzériat,00,01,84
01107,Cleyzieu,01004,Ambérieu-en-Bugey,00,01,84
01108,Coligny,39475,Saint-Amour,00,01,84
01109,Collonges,01033,Valserhône,00,01,84
01110,Colomieu,01034,Belley,00,01,84
01111,Conand,01004,Ambérieu-en-Bugey,00,01,84
01112,Condamine,01265,Montréal-la-Cluse,00,01,84
01113,Condeissiat,01093,Châtillon-sur-Chalaronne,00,01,84
01114,Confort,01033,Valserhône,00,01,84
01115,Confrançon,01457,Vonnas,00,01,84
01116,Contrevoz,01034,Belley,00,01,84
01117,Conzieu,01034,Belley,00,01,84
01118,Corbonod,74269,Seyssel,00,01,84
01121,Corlier,01185,Plateau d'Hauteville,00,01,84
01123,Cormoranche-sur-Saône,71090,La Chapelle-de-Guinchay,00,01,84
01124,Cormoz,39475,Saint-Amour,00,01,84
01125,Corveissiat,01283,Oyonnax,00,01,84
01127,Courmangoux,39475,Saint-Amour,00,01,84
01128,Courtes,01305,Pont-de-Vaux,00,01,84
01129,Crans,01004,Ambérieu-en-Bugey,00,01,84
01130,Bresse Vallons,01266,Montrevel-en-Bresse,00,01,84
01133,Cressin-Rochefort,01034,Belley,00,01,84
01134,Crottet,71270,Mâcon,00,01,84
01135,Crozet,01354,Saint-Genis-Pouilly,00,01,84
01136,Cruzilles-lès-Mépillat,71270,Mâcon,00,01,84
01138,Culoz-Béon,01138,Culoz-Béon,11,01,84
01139,Curciat-Dongalon,01305,Pont-de-Vaux,00,01,84
01140,Curtafond,01053,Bourg-en-Bresse,00,01,84
01141,Cuzieu,01034,Belley,00,01,84
01142,Dagneux,01262,Montluel,20,01,84
01143,Divonne-les-Bains,01143,Divonne-les-Bains,20,01,84
01145,Dompierre-sur-Veyle,01053,Bourg-en-Bresse,00,01,84
01146,Dompierre-sur-Chalaronne,01093,Châtillon-sur-Chalaronne,00,01,84
01147,Domsure,39475,Saint-Amour,00,01,84
01148,Dortan,01283,Oyonnax,00,01,84
01149,Douvres,01004,Ambérieu-en-Bugey,00,01,84
01150,Drom,01072,Ceyzériat,00,01,84
01151,Druillat,01304,Pont-d'Ain,00,01,84
01152,Échallon,01283,Oyonnax,00,01,84
01153,Échenevex,01173,Gex,00,01,84
01155,Évosges,01185,Plateau d'Hauteville,00,01,84
01156,Faramans,01244,Meximieux,00,01,84
01157,Fareins,69264,Villefranche-sur-Saône,00,01,84
01158,Farges,01354,Saint-Genis-Pouilly,00,01,84
01159,Feillens,71270,Mâcon,00,01,84
01160,Ferney-Voltaire,01160,Ferney-Voltaire,20,01,84
01162,Flaxieu,01034,Belley,00,01,84
01163,Foissiat,01266,Montrevel-en-Bresse,00,01,84
01165,Francheleins,69019,Belleville-en-Beaujolais,00,01,84
01166,Frans,69264,Villefranche-sur-Saône,00,01,84
01167,Garnerans,69019,Belleville-en-Beaujolais,00,01,84
01169,Genouilleux,69019,Belleville-en-Beaujolais,00,01,84
01170,Béard-Géovreissiat,01265,Montréal-la-Cluse,00,01,84
01171,Géovreisset,01283,Oyonnax,00,01,84
01173,Gex,01173,Gex,20,01,84
01174,Giron,01283,Oyonnax,00,01,84
01175,Gorrevod,01305,Pont-de-Vaux,00,01,84
01177,Grand-Corent,01072,Ceyzériat,00,01,84
01179,Grièges,71270,Mâcon,00,01,84
01180,Grilly,01143,Divonne-les-Bains,00,01,84
01181,Groissiat,01283,Oyonnax,00,01,84
01183,Guéreins,69019,Belleville-en-Beaujolais,00,01,84
01184,Hautecourt-Romanèche,01072,Ceyzériat,00,01,84
01185,Plateau d'Hauteville,01185,Plateau d'Hauteville,20,01,84
01187,Haut Valromey,01185,Plateau d'Hauteville,00,01,84
01188,Illiat,69019,Belleville-en-Beaujolais,00,01,84
01189,Injoux-Génissiat,01033,Valserhône,00,01,84
01190,Innimond,01034,Belley,00,01,84
01191,Izenave,01185,Plateau d'Hauteville,00,01,84
01192,Izernore,01265,Montréal-la-Cluse,00,01,84
01193,Izieu,73236,Saint-Genix-les-Villages,00,01,84
01194,Jassans-Riottier,69264,Villefranche-sur-Saône,20,01,84
01195,Jasseron,01072,Ceyzériat,00,01,84
01196,Jayat,01266,Montrevel-en-Bresse,00,01,84
01197,Journans,01053,Bourg-en-Bresse,00,01,84
01198,Joyeux,01443,Villars-les-Dombes,00,01,84
01199,Jujurieux,01004,Ambérieu-en-Bugey,00,01,84
01200,Labalme,01004,Ambérieu-en-Bugey,00,01,84
01202,Lagnieu,01202,Lagnieu,20,01,84
01203,Laiz,71270,Mâcon,00,01,84
01204,Le Poizat-Lalleyriat,01265,Montréal-la-Cluse,00,01,84
01206,Lantenay,01265,Montréal-la-Cluse,00,01,84
01207,Lapeyrouse,01443,Villars-les-Dombes,00,01,84
01208,Lavours,01034,Belley,00,01,84
01209,Léaz,01033,Valserhône,00,01,84
01210,Lélex,01173,Gex,00,01,84
01211,Lent,01053,Bourg-en-Bresse,00,01,84
01212,Lescheroux,01266,Montrevel-en-Bresse,00,01,84
01213,Leyment,01004,Ambérieu-en-Bugey,00,01,84
01214,Leyssard,01265,Montréal-la-Cluse,00,01,84
01215,Surjoux-Lhopital,74269,Seyssel,00,01,84
01216,Lhuis,38261,Morestel,00,01,84
01219,Lompnas,38247,Montalieu-Vercieu,00,01,84
01224,Loyettes,38085,Charvieu-Chavagneux,00,01,84
01225,Lurcy,69019,Belleville-en-Beaujolais,00,01,84
01227,Magnieu,01034,Belley,00,01,84
01228,Maillat,01265,Montréal-la-Cluse,00,01,84
01229,Malafretaz,01266,Montrevel-en-Bresse,00,01,84
01230,Mantenay-Montlin,01266,Montrevel-en-Bresse,00,01,84
01231,Manziat,71270,Mâcon,00,01,84
01232,Marboz,01266,Montrevel-en-Bresse,00,01,84
01233,Marchamp,01034,Belley,00,01,84
01234,Marignieu,01034,Belley,00,01,84
01235,Marlieux,01443,Villars-les-Dombes,00,01,84
01236,Marsonnas,01266,Montrevel-en-Bresse,00,01,84
01237,Martignat,01283,Oyonnax,00,01,84
01238,Massieux,69143,Neuville-sur-Saône,00,01,84
01239,Massignieu-de-Rives,01034,Belley,00,01,84
01240,Matafelon-Granges,01283,Oyonnax,00,01,84
01241,Meillonnas,01072,Ceyzériat,00,01,84
01242,Mérignat,01004,Ambérieu-en-Bugey,00,01,84
01243,Messimy-sur-Saône,69264,Villefranche-sur-Saône,00,01,84
01244,Meximieux,01244,Meximieux,20,01,84
01245,Bohas-Meyriat-Rignat,01072,Ceyzériat,00,01,84
01246,Mézériat,01457,Vonnas,00,01,84
01247,Mijoux,01173,Gex,00,01,84
01248,Mionnay,01333,Saint-André-de-Corcy,00,01,84
01249,Miribel,69123,Lyon,20,01,84
01250,Misérieux,69264,Villefranche-sur-Saône,00,01,84
01252,Mogneneins,69019,Belleville-en-Beaujolais,00,01,84
01254,Montagnat,01053,Bourg-en-Bresse,00,01,84
01255,Montagnieu,38247,Montalieu-Vercieu,00,01,84
01257,Montanges,01033,Valserhône,00,01,84
01258,Montceaux,69019,Belleville-en-Beaujolais,00,01,84
01259,Montcet,01053,Bourg-en-Bresse,00,01,84
01260,Le Montellier,01443,Villars-les-Dombes,00,01,84
01261,Monthieux,01333,Saint-André-de-Corcy,00,01,84
01262,Montluel,01262,Montluel,20,01,84
01263,Montmerle-sur-Saône,69019,Belleville-en-Beaujolais,00,01,84
01264,Montracol,01053,Bourg-en-Bresse,00,01,84
01265,Montréal-la-Cluse,01265,Montréal-la-Cluse,20,01,84
01266,Montrevel-en-Bresse,01266,Montrevel-en-Bresse,20,01,84
01267,Nurieux-Volognat,01265,Montréal-la-Cluse,00,01,84
01268,Murs-et-Gélignieux,73236,Saint-Genix-les-Villages,00,01,84
01269,Nantua,01265,Montréal-la-Cluse,00,01,84
01272,Neuville-les-Dames,01093,Châtillon-sur-Chalaronne,00,01,84
01273,Neuville-sur-Ain,01004,Ambérieu-en-Bugey,00,01,84
01274,Les Neyrolles,01265,Montréal-la-Cluse,00,01,84
01275,Neyron,69123,Lyon,00,01,84
01276,Niévroz,01262,Montluel,00,01,84
01277,Nivollet-Montgriffon,01004,Ambérieu-en-Bugey,00,01,84
01279,Oncieu,01004,Ambérieu-en-Bugey,00,01,84
01280,Ordonnaz,01034,Belley,00,01,84
01281,Ornex,01160,Ferney-Voltaire,00,01,84
01282,Outriaz,01265,Montréal-la-Cluse,00,01,84
01283,Oyonnax,01283,Oyonnax,20,01,84
01284,Ozan,01305,Pont-de-Vaux,00,01,84
01285,Parcieux,69264,Villefranche-sur-Saône,00,01,84
01286,Parves et Nattages,73330,Yenne,00,01,84
01288,Péron,01354,Saint-Genis-Pouilly,00,01,84
01289,Péronnas,01053,Bourg-en-Bresse,20,01,84
01290,Pérouges,01244,Meximieux,00,01,84
01291,Perrex,01457,Vonnas,00,01,84
01293,Peyriat,01265,Montréal-la-Cluse,00,01,84
01294,Peyrieu,01034,Belley,00,01,84
01295,Peyzieux-sur-Saône,69019,Belleville-en-Beaujolais,00,01,84
01296,Pirajoux,01266,Montrevel-en-Bresse,00,01,84
01297,Pizay,01262,Montluel,00,01,84
01298,Plagne,01033,Valserhône,00,01,84
01299,Le Plantay,01443,Villars-les-Dombes,00,01,84
01301,Polliat,01053,Bourg-en-Bresse,00,01,84
01302,Pollieu,01034,Belley,00,01,84
01303,Poncin,01004,Ambérieu-en-Bugey,00,01,84
01304,Pont-d'Ain,01304,Pont-d'Ain,20,01,84
01305,Pont-de-Vaux,01305,Pont-de-Vaux,20,01,84
01306,Pont-de-Veyle,71270,Mâcon,00,01,84
01307,Port,01265,Montréal-la-Cluse,00,01,84
01308,Pougny,01033,Valserhône,00,01,84
01309,Pouillat,39475,Saint-Amour,00,01,84
01310,Prémeyzel,01034,Belley,00,01,84
01311,Prémillieu,01185,Plateau d'Hauteville,00,01,84
01313,Prévessin-Moëns,01160,Ferney-Voltaire,00,01,84
01314,Priay,01004,Ambérieu-en-Bugey,00,01,84
01317,Ramasse,01072,Ceyzériat,00,01,84
01318,Rancé,69264,Villefranche-sur-Saône,00,01,84
01319,Relevant,01093,Châtillon-sur-Chalaronne,00,01,84
01320,Replonges,71270,Mâcon,00,01,84
01321,Revonnas,01072,Ceyzériat,00,01,84
01322,Reyrieux,69264,Villefranche-sur-Saône,00,01,84
01323,Reyssouze,01305,Pont-de-Vaux,00,01,84
01325,Rignieux-le-Franc,01244,Meximieux,00,01,84
01328,Romans,01093,Châtillon-sur-Chalaronne,00,01,84
01329,Rossillon,01034,Belley,00,01,84
01331,Saint-Alban,01004,Ambérieu-en-Bugey,00,01,84
01332,Saint-André-de-Bâgé,71270,Mâcon,00,01,84
01333,Saint-André-de-Corcy,01333,Saint-André-de-Corcy,20,01,84
01334,Saint-André-d'Huiriat,71270,Mâcon,00,01,84
01335,Saint-André-le-Bouchoux,01093,Châtillon-sur-Chalaronne,00,01,84
01336,Saint-André-sur-Vieux-Jonc,01053,Bourg-en-Bresse,00,01,84
01337,Saint-Bénigne,01305,Pont-de-Vaux,00,01,84
01338,Groslée-Saint-Benoit,38022,Les Avenières Veyrins-Thuellin,00,01,84
01339,Saint-Bernard,69264,Villefranche-sur-Saône,00,01,84
01342,Sainte-Croix,01262,Montluel,00,01,84
01343,Saint-Cyr-sur-Menthon,71270,Mâcon,00,01,84
01344,Saint-Denis-lès-Bourg,01053,Bourg-en-Bresse,20,01,84
01345,Saint-Denis-en-Bugey,01004,Ambérieu-en-Bugey,00,01,84
01346,Saint-Didier-d'Aussiat,01266,Montrevel-en-Bresse,00,01,84
01347,Saint-Didier-de-Formans,69264,Villefranche-sur-Saône,00,01,84
01348,Saint-Didier-sur-Chalaronne,69019,Belleville-en-Beaujolais,00,01,84
01349,Saint-Éloi,01244,Meximieux,00,01,84
01350,Saint-Étienne-du-Bois,01072,Ceyzériat,00,01,84
01351,Saint-Étienne-sur-Chalaronne,01093,Châtillon-sur-Chalaronne,00,01,84
01352,Saint-Étienne-sur-Reyssouze,01305,Pont-de-Vaux,00,01,84
01353,Sainte-Euphémie,69264,Villefranche-sur-Saône,00,01,84
01354,Saint-Genis-Pouilly,01354,Saint-Genis-Pouilly,20,01,84
01355,Saint-Genis-sur-Menthon,01457,Vonnas,00,01,84
01356,Saint-Georges-sur-Renon,01093,Châtillon-sur-Chalaronne,00,01,84
01357,Saint-Germain-de-Joux,01033,Valserhône,00,01,84
01358,Saint-Germain-les-Paroisses,01034,Belley,00,01,84
01359,Saint-Germain-sur-Renon,01443,Villars-les-Dombes,00,01,84
01360,Saint-Jean-de-Gonville,01354,Saint-Genis-Pouilly,00,01,84
01361,Saint-Jean-de-Niost,01244,Meximieux,00,01,84
01362,Saint-Jean-de-Thurigneux,01333,Saint-André-de-Corcy,00,01,84
01363,Saint-Jean-le-Vieux,01004,Ambérieu-en-Bugey,00,01,84
01364,Saint-Jean-sur-Reyssouze,01266,Montrevel-en-Bresse,00,01,84
01365,Saint-Jean-sur-Veyle,71270,Mâcon,00,01,84
01366,Sainte-Julie,01244,Meximieux,00,01,84
01367,Saint-Julien-sur-Reyssouze,01266,Montrevel-en-Bresse,00,01,84
01368,Saint-Julien-sur-Veyle,01457,Vonnas,00,01,84
01369,Saint-Just,01053,Bourg-en-Bresse,00,01,84
01370,Saint-Laurent-sur-Saône,71270,Mâcon,00,01,84
01371,Saint-Marcel,01333,Saint-André-de-Corcy,00,01,84
01372,Saint-Martin-de-Bavel,01034,Belley,00,01,84
01373,Saint-Martin-du-Frêne,01265,Montréal-la-Cluse,00,01,84
01374,Saint-Martin-du-Mont,01053,Bourg-en-Bresse,00,01,84
01375,Saint-Martin-le-Châtel,01266,Montrevel-en-Bresse,00,01,84
01376,Saint-Maurice-de-Beynost,69123,Lyon,00,01,84
01378,Saint-Maurice-de-Gourdans,38085,Charvieu-Chavagneux,00,01,84
01379,Saint-Maurice-de-Rémens,01004,Ambérieu-en-Bugey,00,01,84
01380,Saint-Nizier-le-Bouchoux,01305,Pont-de-Vaux,00,01,84
01381,Saint-Nizier-le-Désert,01053,Bourg-en-Bresse,00,01,84
01382,Sainte-Olive,01333,Saint-André-de-Corcy,00,01,84
01383,Saint-Paul-de-Varax,01053,Bourg-en-Bresse,00,01,84
01384,Saint-Rambert-en-Bugey,01004,Ambérieu-en-Bugey,00,01,84
01385,Saint-Rémy,01053,Bourg-en-Bresse,00,01,84
01386,Saint-Sorlin-en-Bugey,01202,Lagnieu,00,01,84
01387,Saint-Sulpice,01266,Montrevel-en-Bresse,00,01,84
01388,Saint-Trivier-de-Courtes,01305,Pont-de-Vaux,00,01,84
01389,Saint-Trivier-sur-Moignans,01093,Châtillon-sur-Chalaronne,00,01,84
01390,Saint-Vulbas,01202,Lagnieu,00,01,84
01391,Salavre,39475,Saint-Amour,00,01,84
01392,Samognat,01283,Oyonnax,00,01,84
01393,Sandrans,01093,Châtillon-sur-Chalaronne,00,01,84
01396,Sault-Brénaz,38247,Montalieu-Vercieu,00,01,84
01397,Sauverny,01173,Gex,00,01,84
01398,Savigneux,69264,Villefranche-sur-Saône,00,01,84
01399,Ségny,01173,Gex,00,01,84
01400,Seillonnaz,38247,Montalieu-Vercieu,00,01,84
01401,Sergy,01354,Saint-Genis-Pouilly,00,01,84
01402,Sermoyer,71543,Tournus,00,01,84
01403,Serrières-de-Briord,38247,Montalieu-Vercieu,00,01,84
01404,Serrières-sur-Ain,01004,Ambérieu-en-Bugey,00,01,84
01405,Servas,01053,Bourg-en-Bresse,00,01,84
01406,Servignat,01305,Pont-de-Vaux,00,01,84
01407,Seyssel,74269,Seyssel,00,01,84
01408,Simandre-sur-Suran,01072,Ceyzériat,00,01,84
01410,Sonthonnax-la-Montagne,01265,Montréal-la-Cluse,00,01,84
01411,Souclin,01202,Lagnieu,00,01,84
01412,Sulignat,01093,Châtillon-sur-Chalaronne,00,01,84
01415,Talissieu,01034,Belley,00,01,84
01416,Tenay,01185,Plateau d'Hauteville,00,01,84
01418,Thil,69123,Lyon,00,01,84
01419,Thoiry,01354,Saint-Genis-Pouilly,20,01,84
01420,Thoissey,69019,Belleville-en-Beaujolais,00,01,84
01421,Torcieu,01004,Ambérieu-en-Bugey,00,01,84
01422,Tossiat,01053,Bourg-en-Bresse,00,01,84
01423,Toussieux,69264,Villefranche-sur-Saône,00,01,84
01424,Tramoyes,69123,Lyon,00,01,84
01425,La Tranclière,01053,Bourg-en-Bresse,00,01,84
01426,Val-Revermont,01072,Ceyzériat,00,01,84
01427,Trévoux,69264,Villefranche-sur-Saône,20,01,84
01428,Valeins,01093,Châtillon-sur-Chalaronne,00,01,84
01429,Vandeins,01457,Vonnas,00,01,84
01430,Varambon,01304,Pont-d'Ain,00,01,84
01431,Vaux-en-Bugey,01202,Lagnieu,00,01,84
01432,Verjon,39475,Saint-Amour,00,01,84
01433,Vernoux,01305,Pont-de-Vaux,00,01,84
01434,Versailleux,01443,Villars-les-Dombes,00,01,84
01435,Versonnex,01173,Gex,00,01,84
01436,Vesancy,01173,Gex,00,01,84
01437,Vescours,01305,Pont-de-Vaux,00,01,84
01439,Vésines,71270,Mâcon,00,01,84
01441,Vieu-d'Izenave,01265,Montréal-la-Cluse,00,01,84
01443,Villars-les-Dombes,01443,Villars-les-Dombes,20,01,84
01444,Villebois,38247,Montalieu-Vercieu,00,01,84
01445,Villemotier,39475,Saint-Amour,00,01,84
01446,Villeneuve,69264,Villefranche-sur-Saône,00,01,84
01447,Villereversure,01072,Ceyzériat,00,01,84
01448,Villes,01033,Valserhône,00,01,84
01449,Villette-sur-Ain,01004,Ambérieu-en-Bugey,00,01,84
01450,Villieu-Loyes-Mollon,01244,Meximieux,00,01,84
01451,Viriat,01053,Bourg-en-Bresse,20,01,84
01452,Virieu-le-Grand,01034,Belley,00,01,84
01453,Arvière-en-Valromey,01034,Belley,00,01,84
01454,Virignin,01034,Belley,00,01,84
01456,Vongnes,01138,Culoz-Béon,00,01,84
01457,Vonnas,01457,Vonnas,20,01,84
02001,Abbécourt,02173,Chauny,00,02,32
02002,Achery,02738,Tergnier,00,02,32
02003,Acy,02722,Soissons,00,02,32
02004,Agnicourt-et-Séchelles,02502,Montcornet,00,02,32
02005,Aguilcourt,02360,Villeneuve-sur-Aisne,00,02,32
02006,Aisonville-et-Bernoville,02095,Bohain-en-Vermandois,00,02,32
02007,Aizelles,02408,Laon,00,02,32
02008,Aizy-Jouy,02722,Soissons,00,02,32
02009,Alaincourt,02691,Saint-Quentin,00,02,32
02010,Allemant,02408,Laon,00,02,32
02011,Ambleny,02722,Soissons,00,02,32
02012,Ambrief,02722,Soissons,00,02,32
02013,Amifontaine,02408,Laon,00,02,32
02014,Amigny-Rouy,02173,Chauny,00,02,32
02015,Ancienville,02810,Villers-Cotterêts,00,02,32
02016,Andelain,02738,Tergnier,00,02,32
02017,Anguilcourt-le-Sart,02738,Tergnier,00,02,32
02018,Anizy-le-Grand,02408,Laon,00,02,32
02019,Annois,02738,Tergnier,00,02,32
02020,Any-Martin-Rieux,02381,Hirson,00,02,32
02021,Archon,02381,Hirson,00,02,32
02022,Arcy-Sainte-Restitue,02722,Soissons,00,02,32
02023,Armentières-sur-Ourcq,02168,Château-Thierry,00,02,32
02024,Arrancy,02408,Laon,00,02,32
02025,Artemps,02738,Tergnier,00,02,32
02027,Assis-sur-Serre,02408,Laon,00,02,32
02028,Athies-sous-Laon,02408,Laon,00,02,32
02029,Attilly,02691,Saint-Quentin,00,02,32
02030,Aubencheul-aux-Bois,02095,Bohain-en-Vermandois,00,02,32
02031,Aubenton,02381,Hirson,00,02,32
02032,Aubigny-aux-Kaisnes,80410,Ham,00,02,32
02033,Aubigny-en-Laonnois,02408,Laon,00,02,32
02034,Audignicourt,60159,Compiègne,00,02,32
02035,Audigny,02361,Guise,00,02,32
02036,Augy,02722,Soissons,00,02,32
02037,Aulnois-sous-Laon,02408,Laon,00,02,32
02038,Les Autels,02381,Hirson,00,02,32
02039,Autremencourt,02468,Marle,00,02,32
02040,Autreppes,02789,Vervins,00,02,32
02041,Autreville,02173,Chauny,00,02,32
02042,Azy-sur-Marne,02168,Château-Thierry,00,02,32
02043,Bagneux,02722,Soissons,00,02,32
02044,Bancigny,02789,Vervins,00,02,32
02046,Barenton-Bugny,02408,Laon,00,02,32
02047,Barenton-Cel,02408,Laon,00,02,32
02048,Barenton-sur-Serre,02408,Laon,00,02,32
02049,Barisis-aux-Bois,02173,Chauny,00,02,32
02050,Barzy-en-Thiérache,02558,Le Nouvion-en-Thiérache,00,02,32
02051,Barzy-sur-Marne,02168,Château-Thierry,00,02,32
02052,Bassoles-Aulers,02408,Laon,00,02,32
02053,Vallées en Champagne,51217,Dormans,00,02,32
02054,Bazoches-et-Saint-Thibaut,51250,Fismes,00,02,32
02055,Beaumé,02381,Hirson,00,02,32
02056,Beaumont-en-Beine,80410,Ham,00,02,32
02057,Beaurevoir,02095,Bohain-en-Vermandois,00,02,32
02058,Beaurieux,51250,Fismes,00,02,32
02059,Beautor,02738,Tergnier,00,02,32
02060,Beauvois-en-Vermandois,02691,Saint-Quentin,00,02,32
02061,Becquigny,02095,Bohain-en-Vermandois,00,02,32
02062,Belleau,02168,Château-Thierry,00,02,32
02063,Bellenglise,02691,Saint-Quentin,00,02,32
02064,Belleu,02722,Soissons,00,02,32
02065,Bellicourt,02691,Saint-Quentin,00,02,32
02066,Benay,02691,Saint-Quentin,00,02,32
02067,Bergues-sur-Sambre,02558,Le Nouvion-en-Thiérache,00,02,32
02068,Berlancourt,02468,Marle,00,02,32
02069,Berlise,02381,Hirson,00,02,32
02070,Bernot,02361,Guise,00,02,32
02071,Berny-Rivière,60159,Compiègne,00,02,32
02072,Berrieux,02408,Laon,00,02,32
02073,Berry-au-Bac,51454,Reims,00,02,32
02074,Bertaucourt-Epourdon,02738,Tergnier,00,02,32
02075,Berthenicourt,02691,Saint-Quentin,00,02,32
02076,Bertricourt,51454,Reims,00,02,32
02078,Besmé,02173,Chauny,00,02,32
02079,Besmont,02381,Hirson,00,02,32
02080,Besny-et-Loizy,02408,Laon,00,02,32
02081,Béthancourt-en-Vaux,02173,Chauny,00,02,32
02082,Beugneux,02722,Soissons,00,02,32
02083,Beuvardes,02168,Château-Thierry,00,02,32
