DEPCOM_ARM,LIBCOM_DEP,LIBCOM,nb_loues,nb_vacants,nb_vides,nb_asso,nb_occup_finan,nb_occup_temp,nb_ls
2B079,Castello-di-Rostino (2B),Castello-di-Rostino,,,,,,,10
2B084,Cateri (2B),Cateri,12,0,7,0,1,0,20
2B087,Cervione (2B),Cervione,26,1,3,0,0,0,30
2B096,Corte (2B),Corte,238,4,1,397,1,0,641
2B120,Furiani (2B),Furiani,279,3,0,1,0,0,283
2B123,Ghisonaccia (2B),Ghisonaccia,61,0,2,0,0,0,63
2B134,L'Île-Rousse (2B),L'Île-Rousse,103,1,4,1,1,0,110
2B148,Lucciana (2B),Lucciana,474,2,2,1,0,0,479
2B150,Lumio (2B),Lumio,17,0,3,0,0,0,20
2B152,Luri (2B),Luri,17,0,0,0,0,0,17
2B169,Morosaglia (2B),Morosaglia,36,1,3,0,0,0,40
2B185,Oletta (2B),Oletta,26,0,4,0,0,0,30
2B188,Olmeta-di-Tuda (2B),Olmeta-di-Tuda,16,0,3,0,0,0,19
2B190,Olmi-Cappella (2B),Olmi-Cappella,18,0,2,0,0,0,20
2B207,Penta-di-Casinca (2B),Penta-di-Casinca,131,3,2,1,2,0,139
2B251,Prunelli-di-Fiumorbo (2B),Prunelli-di-Fiumorbo,94,2,1,0,3,0,100
2B261,Rogliano (2B),Rogliano,15,0,0,0,0,0,15
2B298,Saint-Florent (2B),Saint-Florent,85,0,2,0,1,0,88
2B305,San-Martino-di-Lota (2B),San-Martino-di-Lota,33,0,0,0,1,0,34
2B307,Santa-Lucia-di-Moriani (2B),Santa-Lucia-di-Moriani,49,2,0,0,1,0,52
2B311,Santa-Maria-Poggio (2B),Santa-Maria-Poggio,20,1,0,0,0,0,21
2B313,San-Nicolao (2B),San-Nicolao,119,2,0,1,0,0,122
2B316,Santa-Reparata-di-Balagna (2B),Santa-Reparata-di-Balagna,19,0,10,0,0,0,29
2B342,Ventiseri (2B),Ventiseri,129,0,1,0,0,0,130
2B346,Vescovato (2B),Vescovato,331,3,0,2,1,0,337
2B353,Ville-di-Pietrabugno (2B),Ville-di-Pietrabugno,17,0,0,0,0,0,17
2B354,Vivario (2B),Vivario,1,0,17,0,0,0,18
30003,Aigues-Mortes (30),Aigues-Mortes,426,0,0,0,0,0,426
30004,Aigues-Vives (30),Aigues-Vives,54,2,0,0,0,0,56
30006,Aimargues (30),Aimargues,137,1,0,0,0,0,138
30007,Alès (30),Alès,5363,463,218,136,537,0,6717
30010,Anduze (30),Anduze,94,1,0,0,0,0,95
30011,Les Angles (30),Les Angles,487,28,15,0,2,0,532
30012,Aramon (30),Aramon,316,9,7,2,0,0,334
30016,Arre (30),Arre,12,0,0,0,0,0,12
30019,Aubais (30),Aubais,20,0,0,0,0,0,20
30020,Aubord (30),Aubord,25,0,0,0,0,0,25
30024,Aulas (30),Aulas,11,0,0,1,0,0,12
30028,Bagnols-sur-Cèze (30),Bagnols-sur-Cèze,2349,201,111,19,25,0,2705
30029,Barjac (30),Barjac,69,2,0,0,0,0,71
30032,Beaucaire (30),Beaucaire,1109,13,7,1,2,0,1132
30033,Beauvoisin (30),Beauvoisin,159,2,0,0,3,0,164
30034,Bellegarde (30),Bellegarde,245,0,0,0,0,0,245
30036,Bernis (30),Bernis,8,0,0,0,23,0,31
30037,Bessèges (30),Bessèges,180,2,97,0,0,0,279
30039,Bezouce (30),Bezouce,31,0,0,0,0,0,31
30041,Blauzac (30),Blauzac,11,0,0,0,0,0,11
30042,Boisset-et-Gaujac (30),Boisset-et-Gaujac,52,2,0,0,0,0,54
30045,Bordezac (30),Bordezac,22,1,5,0,0,0,28
30046,Boucoiran-et-Nozières (30),Boucoiran-et-Nozières,,,,,,,7
30047,Bouillargues (30),Bouillargues,167,2,0,0,1,0,170
30051,Branoux-les-Taillades (30),Branoux-les-Taillades,61,1,0,0,0,0,62
30052,Bréau-Mars (30),Bréau-Mars,,,,,,,9
30053,Brignon (30),Brignon,22,0,0,0,0,0,22
30057,Cabrières (30),Cabrières,,,,,,,9
30059,Le Cailar (30),Le Cailar,28,0,0,0,0,0,28
30060,Caissargues (30),Caissargues,209,0,0,0,1,0,210
30061,La Calmette (30),La Calmette,65,1,0,0,1,0,67
30062,Calvisson (30),Calvisson,174,0,0,0,0,0,174
30066,Cannes-et-Clairan (30),Cannes-et-Clairan,,,,,,,7
30070,Carsan (30),Carsan,,,,,,,4
30075,Caveirac (30),Caveirac,140,1,0,1,3,0,145
30077,Cendras (30),Cendras,247,13,64,15,0,0,339
30082,Clarensac (30),Clarensac,171,0,0,0,0,0,171
30083,Codognan (30),Codognan,14,0,0,0,0,0,14
30084,Codolet (30),Codolet,31,0,1,0,0,0,32
30086,Collorgues (30),Collorgues,,,,,,,4
30091,Congénies (30),Congénies,15,0,0,0,0,0,15
30092,Connaux (30),Connaux,,,,,,,10
30096,Cornillon (30),Cornillon,,,,,,,8
30104,Domessargues (30),Domessargues,27,1,0,0,0,0,28
30112,Fons (30),Fons,15,0,0,0,0,0,15
30113,Fons-sur-Lussan (30),Fons-sur-Lussan,,,,,,,1
30120,Gagnières (30),Gagnières,26,0,1,0,0,0,27
30123,Gallargues-le-Montueux (30),Gallargues-le-Montueux,71,0,0,0,0,0,71
30125,Garons (30),Garons,193,4,1,0,0,0,198
30127,Gaujac (30),Gaujac,20,0,0,0,0,0,20
30128,Générac (30),Générac,33,1,0,0,0,0,34
30130,Génolhac (30),Génolhac,20,2,0,0,0,0,22
30131,Goudargues (30),Goudargues,17,0,0,0,0,0,17
30132,La Grand-Combe (30),La Grand-Combe,816,55,139,7,0,0,1017
30133,Le Grau-du-Roi (30),Le Grau-du-Roi,359,1,0,0,1,0,361
30135,Jonquières-Saint-Vincent (30),Jonquières-Saint-Vincent,52,1,0,0,0,0,53
30136,Junas (30),Junas,,,,,,,4
30137,Lamelouze (30),Lamelouze,,,,,,,2
30138,Langlade (30),Langlade,,,,,,,8
30139,Lanuéjols (30),Lanuéjols,10,0,3,1,0,0,14
30140,Lasalle (30),Lasalle,34,0,0,0,0,0,34
30141,Laudun-l'Ardoise (30),Laudun-l'Ardoise,410,2,1,0,0,0,413
30142,Laval-Pradel (30),Laval-Pradel,,,,,,,7
30145,Lédenon (30),Lédenon,,,,,,,5
30146,Lédignan (30),Lédignan,46,0,0,0,0,0,46
30147,Lézan (30),Lézan,20,0,0,0,0,0,20
30149,Lirac (30),Lirac,20,0,0,0,0,0,20
30151,Lussan (30),Lussan,,,,,,,2
30152,Les Mages (30),Les Mages,,,,,,,5
30155,Manduel (30),Manduel,237,1,0,0,3,0,241
30156,Marguerittes (30),Marguerittes,216,0,1,0,0,0,217
30159,Le Martinet (30),Le Martinet,31,0,4,0,0,0,35
30164,Méjannes-le-Clap (30),Méjannes-le-Clap,17,1,0,0,1,0,19
30169,Milhaud (30),Milhaud,433,2,1,0,0,0,436
30170,Molières-Cavaillac (30),Molières-Cavaillac,,,,,,,8
30171,Molières-sur-Cèze (30),Molières-sur-Cèze,149,13,55,0,0,0,217
30172,Monoblet (30),Monoblet,,,,,,,8
30178,Montfaucon (30),Montfaucon,,,,,,,4
30179,Montfrin (30),Montfrin,,,,,,,6
30181,Montmirat (30),Montmirat,12,1,0,0,0,0,13
30182,Montpezat (30),Montpezat,18,1,11,0,1,0,31
30184,Moussac (30),Moussac,11,0,0,0,0,0,11
30185,Mus (30),Mus,40,0,0,0,0,0,40
30186,Nages-et-Solorgues (30),Nages-et-Solorgues,26,0,0,0,0,0,26
30189,Nîmes (30),Nîmes,13692,603,554,187,510,0,15546
30191,Orsan (30),Orsan,,,,,,,10
30200,Pompignan (30),Pompignan,,,,,,,5
30202,Pont-Saint-Esprit (30),Pont-Saint-Esprit,729,12,6,7,2,0,756
30203,Portes (30),Portes,8,1,18,0,0,0,27
30206,Poulx (30),Poulx,65,1,1,0,0,0,67
30209,Pujaut (30),Pujaut,14,0,0,0,0,0,14
30210,Quissac (30),Quissac,98,0,0,0,1,0,99
30211,Redessan (30),Redessan,169,0,0,0,0,0,169
30212,Remoulins (30),Remoulins,62,0,1,0,0,0,63
30214,Ribaute-les-Tavernes (30),Ribaute-les-Tavernes,23,4,0,0,0,0,27
30215,Rivières (30),Rivières,,,,,,,4
30216,Robiac-Rochessadoule (30),Robiac-Rochessadoule,,,,,,,4
30217,Rochefort-du-Gard (30),Rochefort-du-Gard,269,2,1,2,18,0,292
30221,Roquemaure (30),Roquemaure,231,8,20,0,1,0,260
30223,Rousson (30),Rousson,57,0,0,0,0,0,57
30224,La Rouvière (30),La Rouvière,,,,,,,6
30227,Saint-Ambroix (30),Saint-Ambroix,132,4,1,0,1,0,138
30241,Saint-Chaptes (30),Saint-Chaptes,83,0,0,0,0,0,83
30243,Saint-Christol-lez-Alès (30),Saint-Christol-lez-Alès,349,6,1,0,2,0,358
30245,Saint-Côme-et-Maruéjols (30),Saint-Côme-et-Maruéjols,11,0,0,1,0,0,12
30248,Saint-Dézéry (30),Saint-Dézéry,,,,,,,4
30249,Saint-Dionisy (30),Saint-Dionisy,,,,,,,2
30253,Saint-Florent-sur-Auzonnet (30),Saint-Florent-sur-Auzonnet,113,1,8,0,0,0,122
30254,Saint-Geniès-de-Comolas (30),Saint-Geniès-de-Comolas,39,0,0,0,2,0,41
30255,Saint-Geniès-de-Malgoirès (30),Saint-Geniès-de-Malgoirès,166,4,1,0,2,0,173
30256,Saint-Gervais (30),Saint-Gervais,,,,,,,6
30257,Saint-Gervasy (30),Saint-Gervasy,31,0,0,0,0,0,31
30258,Saint-Gilles (30),Saint-Gilles,843,3,2,0,24,0,872
30259,Saint-Hilaire-de-Brethmas (30),Saint-Hilaire-de-Brethmas,127,3,0,0,0,0,130
30263,Saint-Hippolyte-du-Fort (30),Saint-Hippolyte-du-Fort,110,2,0,0,0,0,112
30268,Saint-Jean-de-Valériscle (30),Saint-Jean-de-Valériscle,,,,,,,10
30269,Saint-Jean-du-Gard (30),Saint-Jean-du-Gard,48,15,12,0,0,0,75
30270,Saint-Jean-du-Pin (30),Saint-Jean-du-Pin,36,2,0,0,0,0,38
30274,Saint-Julien-les-Rosiers (30),Saint-Julien-les-Rosiers,50,6,0,0,0,0,56
30276,Saint-Laurent-d'Aigouze (30),Saint-Laurent-d'Aigouze,33,0,0,0,0,0,33
30278,Saint-Laurent-des-Arbres (30),Saint-Laurent-des-Arbres,31,0,0,0,0,0,31
30279,Saint-Laurent-la-Vernède (30),Saint-Laurent-la-Vernède,,,,,,,3
30282,Saint-Marcel-de-Careiret (30),Saint-Marcel-de-Careiret,,,,,,,5
30284,Saint-Martin-de-Valgalgues (30),Saint-Martin-de-Valgalgues,345,12,21,10,1,0,389
30287,Saint-Michel-d'Euzet (30),Saint-Michel-d'Euzet,,,,,,,4
30288,Saint-Nazaire (30),Saint-Nazaire,101,4,0,2,0,0,107
30290,Saint-Paulet-de-Caisson (30),Saint-Paulet-de-Caisson,45,0,0,0,0,0,45
30293,Saint-Privat-de-Champclos (30),Saint-Privat-de-Champclos,,,,,,,7
30294,Saint-Privat-des-Vieux (30),Saint-Privat-des-Vieux,135,1,0,4,0,0,140
30295,Saint-Quentin-la-Poterie (30),Saint-Quentin-la-Poterie,18,3,0,0,0,0,21
30302,Saint-Victor-la-Coste (30),Saint-Victor-la-Coste,14,0,0,0,0,0,14
30303,Saint-Victor-de-Malcap (30),Saint-Victor-de-Malcap,,,,,,,3
30305,Salindres (30),Salindres,311,9,3,20,0,0,343
30307,Les Salles-du-Gardon (30),Les Salles-du-Gardon,392,25,26,2,0,0,445
30308,Sanilhac-Sagriès (30),Sanilhac-Sagriès,,,,,,,2
30311,Sauve (30),Sauve,63,2,1,0,1,0,67
30312,Sauveterre (30),Sauveterre,12,0,0,0,0,0,12
30313,Sauzet (30),Sauzet,,,,,,,8
30315,Saze (30),Saze,,,,,,,3
30317,Sernhac (30),Sernhac,16,0,0,0,0,0,16
30321,Sommières (30),Sommières,353,0,1,3,12,0,369
30325,Sumène (30),Sumène,21,1,0,0,0,0,22
30326,Tavel (30),Tavel,13,0,0,0,0,0,13
30328,Théziers (30),Théziers,,,,,,,3
30329,Thoiras (30),Thoiras,,,,,,,6
30331,Tresques (30),Tresques,,,,,,,10
30333,Uchaud (30),Uchaud,254,1,0,0,2,0,257
30334,Uzès (30),Uzès,593,5,2,0,1,0,601
30339,Val-d'Aigoual (30),Val-d'Aigoual,,,,,,,8
30341,Vauvert (30),Vauvert,1012,8,2,0,5,0,1027
30343,Verfeuil (30),Verfeuil,,,,,,,4
30344,Vergèze (30),Vergèze,211,1,1,1,1,0,215
30347,Vestric-et-Candiac (30),Vestric-et-Candiac,19,0,0,0,0,0,19
30348,Vézénobres (30),Vézénobres,36,0,3,0,0,0,39
30350,Le Vigan (30),Le Vigan,310,3,13,8,1,0,335
30351,Villeneuve-lès-Avignon (30),Villeneuve-lès-Avignon,704,8,0,1,6,0,719
30352,Villevieille (30),Villevieille,,,,,,,10
30356,Rodilhan (30),Rodilhan,30,0,0,0,0,0,30
31003,Aigrefeuille (31),Aigrefeuille,43,0,0,0,0,0,43
31004,Ayguesvives (31),Ayguesvives,82,1,0,0,0,0,83
31011,Arbas (31),Arbas,,,,,,,6
31020,Aspet (31),Aspet,9,0,0,6,0,0,15
31022,Aucamville (31),Aucamville,744,15,1,2,1,0,763
31025,Aureville (31),Aureville,,,,,,,7
31028,Aurignac (31),Aurignac,50,13,0,0,0,0,63
31032,Aussonne (31),Aussonne,538,10,3,0,3,0,554
31033,Auterive (31),Auterive,428,10,3,16,2,0,459
31035,Auzeville-Tolosane (31),Auzeville-Tolosane,719,8,1,1,127,0,856
31036,Auzielle (31),Auzielle,53,0,0,0,0,0,53
31037,Avignonet-Lauragais (31),Avignonet-Lauragais,43,1,0,0,0,0,44
31042,Bagnères-de-Luchon (31),Bagnères-de-Luchon,58,2,0,2,11,0,73
31044,Balma (31),Balma,1184,12,18,6,11,0,1231
31045,Barbazan (31),Barbazan,9,3,1,6,0,0,19
31048,Baziège (31),Baziège,147,1,0,1,0,0,149
31050,Beauchalot (31),Beauchalot,29,1,0,0,0,0,30
31051,Beaufort (31),Beaufort,,,,,,,8
31053,Beaupuy (31),Beaupuy,0,0,0,0,0,0,0
31056,Beauzelle (31),Beauzelle,764,17,5,5,8,0,799
31057,Belberaud (31),Belberaud,35,0,0,0,0,0,35
31065,Bérat (31),Bérat,91,2,1,0,0,0,94
31066,Bessières (31),Bessières,177,1,1,0,4,0,183
31069,Blagnac (31),Blagnac,2230,133,46,34,15,0,2458
31070,Blajan (31),Blajan,,,,,,,5
31071,Bois-de-la-Pierre (31),Bois-de-la-Pierre,,,,,,,5
31079,Bouloc (31),Bouloc,176,3,1,0,0,0,180
31080,Boulogne-sur-Gesse (31),Boulogne-sur-Gesse,90,7,0,0,0,0,97
31082,Bourg-Saint-Bernard (31),Bourg-Saint-Bernard,,,,,,,10
31084,Boussens (31),Boussens,57,1,1,0,1,0,60
31088,Brax (31),Brax,204,4,0,0,0,0,208
31091,Bruguières (31),Bruguières,406,4,0,0,0,0,410
31094,Buzet-sur-Tarn (31),Buzet-sur-Tarn,37,1,0,0,0,0,38
31098,Cadours (31),Cadours,34,0,0,0,0,0,34
31099,Caignac (31),Caignac,18,0,0,0,0,0,18
31100,Calmont (31),Calmont,21,7,0,0,0,0,28
31104,Capens (31),Capens,,,,,,,10
31106,Caraman (31),Caraman,74,1,0,0,1,0,76
31107,Carbonne (31),Carbonne,303,3,0,0,2,0,308
31113,Castanet-Tolosan (31),Castanet-Tolosan,1468,33,2,1,7,0,1511
31116,Castelginest (31),Castelginest,759,16,12,2,7,0,796
31117,Castelmaurou (31),Castelmaurou,171,1,3,0,3,0,178
31118,Castelnau-d'Estrétefonds (31),Castelnau-d'Estrétefonds,166,0,0,0,2,0,168
31124,Castillon-de-Saint-Martory (31),Castillon-de-Saint-Martory,,,,,,,7
31135,Cazères (31),Cazères,205,11,9,0,2,0,227
31136,Cépet (31),Cépet,29,0,0,1,0,0,30
31138,Charlas (31),Charlas,,,,,,,4
31141,Ciadoux (31),Ciadoux,,,,,,,8
31144,Cierp-Gaud (31),Cierp-Gaud,39,2,4,0,0,0,45
31145,Cintegabelle (31),Cintegabelle,16,3,0,0,0,0,19
31147,Clarac (31),Clarac,,,,,,,4
31148,Clermont-le-Fort (31),Clermont-le-Fort,,,,,,,4
31149,Colomiers (31),Colomiers,4244,26,151,31,0,0,4452
31150,Cornebarrieu (31),Cornebarrieu,620,17,4,0,3,0,644
31151,Corronsac (31),Corronsac,,,,,,,4
31155,Couret (31),Couret,,,,,,,2
31157,Cugnaux (31),Cugnaux,1597,29,12,19,14,0,1671
31160,Daux (31),Daux,53,1,0,0,0,0,54
31161,Deyme (31),Deyme,66,1,0,0,0,0,67
31162,Donneville (31),Donneville,46,1,0,0,0,0,47
31163,Drémil-Lafage (31),Drémil-Lafage,38,0,0,0,0,0,38
31165,Eaunes (31),Eaunes,391,4,1,0,0,0,396
31166,Empeaux (31),Empeaux,,,,,,,9
31167,Encausse-les-Thermes (31),Encausse-les-Thermes,,,,,,,6
31169,Escalquens (31),Escalquens,506,5,1,16,6,0,534
31175,Estancarbon (31),Estancarbon,,,,,,,7
31181,Le Fauga (31),Le Fauga,73,1,0,0,0,0,74
31182,Fenouillet (31),Fenouillet,476,4,0,6,0,0,486
31184,Flourens (31),Flourens,45,0,3,0,1,0,49
31186,Fonbeauzard (31),Fonbeauzard,170,1,0,0,0,0,171
31187,Fonsorbes (31),Fonsorbes,757,12,7,0,1,0,777
31188,Fontenilles (31),Fontenilles,205,2,0,0,0,0,207
31192,Fourquevaux (31),Fourquevaux,,,,,,,8
31193,Le Fousseret (31),Le Fousseret,,,,,,,1
31197,Franquevielle (31),Franquevielle,,,,,,,3
31202,Fronton (31),Fronton,190,5,2,1,2,0,200
31203,Frouzins (31),Frouzins,526,5,6,25,4,0,566
31205,Gagnac-sur-Garonne (31),Gagnac-sur-Garonne,137,4,0,0,0,0,141
31210,Gardouch (31),Gardouch,,,,,,,8
31212,Garidech (31),Garidech,26,1,0,0,0,0,27
31219,Gensac-sur-Garonne (31),Gensac-sur-Garonne,,,,,,,7
31220,Gibel (31),Gibel,,,,,,,2
31224,Gourdan-Polignan (31),Gourdan-Polignan,,,,,,,2
31227,Goyrans (31),Goyrans,,,,,,,5
31228,Gragnague (31),Gragnague,36,0,0,0,0,0,36
31229,Gratens (31),Gratens,,,,,,,4
31230,Gratentour (31),Gratentour,305,5,0,0,0,0,310
31231,Grazac (31),Grazac,21,0,0,0,0,0,21
31232,Grenade (31),Grenade,435,6,4,1,0,0,446
31239,L'Isle-en-Dodon (31),L'Isle-en-Dodon,60,1,0,0,0,0,61
31240,Issus (31),Issus,16,0,0,0,0,0,16
31246,Labarthe-Inard (31),Labarthe-Inard,,,,,,,6
31247,Labarthe-Rivière (31),Labarthe-Rivière,,,,,,,6
31248,Labarthe-sur-Lèze (31),Labarthe-sur-Lèze,510,13,1,2,2,0,528
31249,Labastide-Beauvoir (31),Labastide-Beauvoir,59,0,0,0,0,0,59
31253,Labastidette (31),Labastidette,100,1,0,0,0,0,101
31254,Labège (31),Labège,976,8,2,3,1,0,990
31258,Lacaugne (31),Lacaugne,,,,,,,5
31259,Lacroix-Falgarde (31),Lacroix-Falgarde,45,5,0,0,0,0,50
31262,Lagarde (31),Lagarde,,,,,,,6
31263,Lagardelle-sur-Lèze (31),Lagardelle-sur-Lèze,43,0,0,0,0,0,43
31269,Lamasquère (31),Lamasquère,11,0,0,0,0,0,11
31271,Lanta (31),Lanta,36,1,0,0,0,0,37
31273,Lapeyrouse-Fossat (31),Lapeyrouse-Fossat,19,1,0,0,0,0,20
31277,Lasserre-Pradère (31),Lasserre-Pradère,24,1,0,0,0,0,25
31281,Launac (31),Launac,14,0,0,0,0,0,14
31282,Launaguet (31),Launaguet,655,11,4,1,3,0,674
31284,Lauzerville (31),Lauzerville,33,0,0,0,0,0,33
31285,Lavalette (31),Lavalette,,,,,,,5
31287,Lavernose-Lacasse (31),Lavernose-Lacasse,171,0,0,0,2,0,173
31289,Lécussan (31),Lécussan,16,0,0,0,0,0,16
31291,Léguevin (31),Léguevin,618,24,3,0,1,0,646
31293,Lespinasse (31),Lespinasse,130,6,0,0,0,0,136
31297,Lévignac (31),Lévignac,,,,,,,8
31299,Lherm (31),Lherm,51,0,0,0,0,0,51
31303,Longages (31),Longages,138,1,0,0,0,0,139
31310,Lux (31),Lux,,,,,,,6
31311,La Magdelaine-sur-Tarn (31),La Magdelaine-sur-Tarn,96,2,0,0,1,0,99
31315,Mane (31),Mane,81,1,0,0,0,0,82
31316,Marignac (31),Marignac,20,0,0,0,1,0,21
31324,Martres-Tolosane (31),Martres-Tolosane,111,1,0,0,1,0,113
31334,Mauzac (31),Mauzac,17,0,0,0,0,0,17
31337,Melles (31),Melles,,,,,,,7
31341,Merville (31),Merville,283,2,1,1,2,0,289
31342,Milhas (31),Milhas,,,,,,,4
31344,Miramont-de-Comminges (31),Miramont-de-Comminges,11,0,0,0,0,0,11
31345,Miremont (31),Miremont,61,0,1,0,0,0,62
31346,Mirepoix-sur-Tarn (31),Mirepoix-sur-Tarn,52,0,0,0,0,0,52
31349,Mondavezan (31),Mondavezan,15,0,0,0,0,0,15
31351,Mondonville (31),Mondonville,626,19,8,0,1,0,654
31355,Mons (31),Mons,50,1,0,0,0,0,51
31356,Montaigut-sur-Save (31),Montaigut-sur-Save,35,1,0,0,0,0,36
31357,Montastruc-de-Salies (31),Montastruc-de-Salies,,,,,,,6
31358,Montastruc-la-Conseillère (31),Montastruc-la-Conseillère,173,0,1,0,0,0,174
31360,Montauban-de-Luchon (31),Montauban-de-Luchon,,,,,,,1
31364,Montberon (31),Montberon,44,3,0,0,1,0,48
31366,Montbrun-Lauragais (31),Montbrun-Lauragais,23,0,0,0,0,0,23
31373,Montesquieu-Guittaut (31),Montesquieu-Guittaut,,,,,,,5
31375,Montesquieu-Volvestre (31),Montesquieu-Volvestre,24,0,0,0,0,0,24
31380,Montgeard (31),Montgeard,21,1,0,0,0,0,22
31381,Montgiscard (31),Montgiscard,95,0,0,0,0,0,95
31384,Montlaur (31),Montlaur,61,1,0,0,2,0,64
31385,Montmaurin (31),Montmaurin,,,,,,,7
31386,Montoulieu-Saint-Bernard (31),Montoulieu-Saint-Bernard,,,,,,,1
31389,Montrabé (31),Montrabé,305,2,0,0,2,0,309
31390,Montréjeau (31),Montréjeau,155,3,63,0,0,0,221
31395,Muret (31),Muret,2171,245,2,162,0,0,2580
31396,Nailloux (31),Nailloux,185,9,0,2,0,0,196
31399,Noé (31),Noé,60,8,0,0,0,0,68
31402,Odars (31),Odars,28,0,0,0,0,0,28
31403,Ondes (31),Ondes,29,0,0,0,0,0,29
31407,Paulhac (31),Paulhac,,,,,,,7
31409,Péchabou (31),Péchabou,106,2,0,0,0,0,108
31410,Pechbonnieu (31),Pechbonnieu,207,3,11,0,0,0,221
31411,Pechbusque (31),Pechbusque,18,0,0,0,0,0,18
31412,Péguilhan (31),Péguilhan,21,1,0,0,0,0,22
31416,Peyssies (31),Peyssies,,,,,,,5
31417,Pibrac (31),Pibrac,424,3,18,0,0,0,445
31418,Pin-Balma (31),Pin-Balma,12,1,0,0,0,0,13
31420,Pinsaguel (31),Pinsaguel,128,1,0,1,0,0,130
31421,Pins-Justaret (31),Pins-Justaret,273,18,2,0,0,0,293
31424,Plaisance-du-Touch (31),Plaisance-du-Touch,1485,18,17,4,2,0,1526
31427,Pointis-Inard (31),Pointis-Inard,12,0,0,0,0,0,12
31429,Pompertuzat (31),Pompertuzat,62,0,0,0,0,0,62
31432,Portet-de-Luchon (31),Portet-de-Luchon,,,,,,,4
31433,Portet-sur-Garonne (31),Portet-sur-Garonne,689,19,0,0,1,0,709
31442,Puydaniel (31),Puydaniel,,,,,,,4
31445,Quint-Fonsegrives (31),Quint-Fonsegrives,351,9,0,0,1,0,361
31446,Ramonville-Saint-Agne (31),Ramonville-Saint-Agne,1461,8,16,12,104,0,1601
31451,Revel (31),Revel,421,13,1,1,2,0,438
31454,Rieumes (31),Rieumes,125,2,0,0,0,0,127
31455,Rieux-Volvestre (31),Rieux-Volvestre,59,1,0,5,0,0,65
31458,Roques (31),Roques,339,6,1,0,2,0,348
31460,Roquettes (31),Roquettes,247,7,0,0,1,0,255
31461,Rouède (31),Rouède,17,1,0,0,0,0,18
31462,Rouffiac-Tolosan (31),Rouffiac-Tolosan,19,1,0,0,0,0,20
31467,Saint-Alban (31),Saint-Alban,604,16,18,2,5,0,645
31471,Saint-Béat-Lez (31),Saint-Béat-Lez,,,,,,,4
31475,Saint-Clar-de-Rivière (31),Saint-Clar-de-Rivière,15,0,0,0,0,0,15
31476,Saint-Élix-le-Château (31),Saint-Élix-le-Château,20,0,0,0,0,0,20
31480,Sainte-Foy-d'Aigrefeuille (31),Sainte-Foy-d'Aigrefeuille,80,0,0,0,0,0,80
31481,Sainte-Foy-de-Peyrolières (31),Sainte-Foy-de-Peyrolières,12,1,0,0,0,0,13
31483,Saint-Gaudens (31),Saint-Gaudens,513,9,1,50,1,0,574
31484,Saint-Geniès-Bellevue (31),Saint-Geniès-Bellevue,51,1,0,0,0,0,52
31486,Saint-Hilaire (31),Saint-Hilaire,49,0,0,0,0,0,49
31488,Saint-Jean (31),Saint-Jean,792,15,6,0,1,0,814
31490,Saint-Jory (31),Saint-Jory,938,23,31,0,4,0,996
31495,Saint-Léon (31),Saint-Léon,18,0,0,0,0,0,18
31497,Saint-Loup-Cammas (31),Saint-Loup-Cammas,34,0,0,0,0,0,34
31499,Saint-Lys (31),Saint-Lys,570,10,2,1,0,0,583
31503,Saint-Martory (31),Saint-Martory,34,1,0,0,0,0,35
31506,Saint-Orens-de-Gameville (31),Saint-Orens-de-Gameville,1146,15,6,33,4,0,1204
31507,Saint-Paul-sur-Save (31),Saint-Paul-sur-Save,98,9,0,0,2,0,109
31509,Saint-Pé-d'Ardet (31),Saint-Pé-d'Ardet,,,,,,,3
31512,Saint-Pierre-de-Lages (31),Saint-Pierre-de-Lages,31,5,0,0,0,0,36
31513,Saint-Plancard (31),Saint-Plancard,,,,,,,8
31516,Saint-Sauveur (31),Saint-Sauveur,96,0,2,0,0,0,98
31517,Saint-Sulpice-sur-Lèze (31),Saint-Sulpice-sur-Lèze,99,1,0,0,0,0,100
31523,Salies-du-Salat (31),Salies-du-Salat,100,18,2,0,5,0,125
31525,Salles-sur-Garonne (31),Salles-sur-Garonne,18,0,0,0,0,0,18
31526,La Salvetat-Saint-Gilles (31),La Salvetat-Saint-Gilles,434,8,0,1,3,0,446
31528,Saman (31),Saman,,,,,,,4
31532,Sarremezan (31),Sarremezan,13,0,0,0,0,0,13
31533,Saubens (31),Saubens,65,0,0,0,0,0,65
31535,Sauveterre-de-Comminges (31),Sauveterre-de-Comminges,,,,,,,7
31541,Seilh (31),Seilh,52,4,2,0,0,0,58
31547,Seysses (31),Seysses,578,10,2,1,1,0,592
31551,Tarabel (31),Tarabel,23,0,0,0,1,0,24
31554,Touille (31),Touille,,,,,,,2
31555,Toulouse (31),Toulouse,42706,1079,1984,1201,5544,9,52523
31556,Les Tourreilles (31),Les Tourreilles,,,,,,,1
31557,Tournefeuille (31),Tournefeuille,2209,30,8,43,20,0,2310
31561,L'Union (31),L'Union,633,6,2,3,1,0,645
31565,Valentine (31),Valentine,16,0,0,0,0,0,16
31572,Venerque (31),Venerque,118,1,0,0,1,0,120
31573,Verfeil (31),Verfeil,71,0,0,0,0,0,71
31574,Vernet (31),Vernet,92,1,1,0,0,0,94
31578,Vigoulet-Auzil (31),Vigoulet-Auzil,,,,,,,4
31579,Villariès (31),Villariès,,,,,,,3
31580,Villate (31),Villate,37,2,0,0,0,0,39
