DEPCOM_ARM,LIBCOM_DEP,LIBCOM,nb_loues,nb_vacants,nb_vides,nb_asso,nb_occup_finan,nb_occup_temp,nb_ls
01001,L'Abergement-Clémenciat (01),L'Abergement-Clémenciat,31,1,0,0,0,0,32
01004,Ambérieu-en-Bugey (01),Ambérieu-en-Bugey,1906,96,59,1,47,0,2109
01005,Ambérieux-en-Dombes (01),Ambérieux-en-Dombes,107,3,2,0,1,0,113
01007,Ambronay (01),Ambronay,120,3,0,0,6,0,129
01008,Ambutrix (01),Ambutrix,16,1,0,0,0,0,17
01010,Anglefort (01),Anglefort,44,0,0,0,0,0,44
01011,Apremont (01),Apremont,23,0,0,0,1,0,24
01012,Aranc (01),Aranc,,,,,,,10
01013,Arandas (01),Arandas,,,,,,,2
01014,Arbent (01),Arbent,355,14,4,0,6,0,379
01015,Arboys en Bugey (01),Arboys en Bugey,,,,,,,2
01016,Arbigny (01),Arbigny,,,,,,,5
01017,Argis (01),Argis,,,,,,,5
01021,Ars-sur-Formans (01),Ars-sur-Formans,42,0,0,0,1,0,43
01022,Artemare (01),Artemare,86,0,0,0,3,0,89
01024,Attignat (01),Attignat,155,3,0,0,4,0,162
01025,Bâgé-Dommartin (01),Bâgé-Dommartin,77,0,2,0,4,0,83
01026,Bâgé-le-Châtel (01),Bâgé-le-Châtel,53,0,0,0,1,0,54
01027,Balan (01),Balan,85,4,1,0,1,0,91
01028,Baneins (01),Baneins,,,,,,,6
01029,Beaupont (01),Beaupont,34,0,0,0,0,0,34
01030,Beauregard (01),Beauregard,77,0,1,0,2,0,80
01031,Bellignat (01),Bellignat,688,28,25,0,28,0,769
01032,Béligneux (01),Béligneux,305,6,15,0,3,0,329
01033,Valserhône (01),Valserhône,1920,47,61,10,63,0,2101
01034,Belley (01),Belley,1008,36,66,0,15,0,1125
01035,Belleydoux (01),Belleydoux,,,,,,,6
01036,Valromey-sur-Séran (01),Valromey-sur-Séran,27,2,0,0,0,0,29
01038,Bény (01),Bény,24,0,0,0,0,0,24
01041,Bettant (01),Bettant,20,2,0,0,0,0,22
01042,Bey (01),Bey,14,0,0,0,0,0,14
01043,Beynost (01),Beynost,298,1,0,0,1,0,300
01044,Billiat (01),Billiat,29,0,0,0,2,0,31
01046,Biziat (01),Biziat,11,0,0,0,1,0,12
01047,Blyes (01),Blyes,53,1,0,0,0,0,54
01049,La Boisse (01),La Boisse,132,1,0,0,1,0,134
01051,Bolozon (01),Bolozon,,,,,,,2
01052,Bouligneux (01),Bouligneux,,,,,,,2
01053,Bourg-en-Bresse (01),Bourg-en-Bresse,6651,129,196,116,119,0,7211
01054,Bourg-Saint-Christophe (01),Bourg-Saint-Christophe,13,0,0,0,0,0,13
01057,Boz (01),Boz,,,,,,,6
01058,Brégnier-Cordon (01),Brégnier-Cordon,17,0,0,0,1,0,18
01060,Brénod (01),Brénod,13,0,0,0,0,0,13
01062,Bressolles (01),Bressolles,14,0,0,0,0,0,14
01063,Brion (01),Brion,33,1,1,0,0,0,35
01064,Briord (01),Briord,57,0,3,0,1,0,61
01065,Buellas (01),Buellas,123,0,0,0,0,0,123
01067,Ceignes (01),Ceignes,12,0,0,0,0,0,12
01068,Cerdon (01),Cerdon,22,1,0,0,0,0,23
01069,Certines (01),Certines,113,3,1,0,1,0,118
01071,Cessy (01),Cessy,385,5,0,0,6,0,396
01072,Ceyzériat (01),Ceyzériat,179,0,0,0,1,0,180
01073,Ceyzérieu (01),Ceyzérieu,,,,,,,4
01074,Chalamont (01),Chalamont,166,1,5,15,6,0,193
01075,Chaleins (01),Chaleins,50,0,0,4,0,0,54
01076,Chaley (01),Chaley,,,,,,,8
01077,Challes-la-Montagne (01),Challes-la-Montagne,,,,,,,4
01078,Challex (01),Challex,36,4,1,0,2,0,43
01079,Champagne-en-Valromey (01),Champagne-en-Valromey,46,1,1,0,6,0,54
01080,Champdor-Corcelles (01),Champdor-Corcelles,34,1,0,0,1,0,36
01081,Champfromier (01),Champfromier,48,10,2,0,4,0,64
01082,Chanay (01),Chanay,18,1,0,0,0,0,19
01083,Chaneins (01),Chaneins,36,0,0,0,0,0,36
01084,Chanoz-Châtenay (01),Chanoz-Châtenay,13,0,0,0,0,0,13
01087,Charix (01),Charix,,,,,,,3
01088,Charnoz-sur-Ain (01),Charnoz-sur-Ain,16,0,0,0,0,0,16
01089,Château-Gaillard (01),Château-Gaillard,111,1,0,0,0,0,112
01090,Châtenay (01),Châtenay,,,,,,,9
01092,Châtillon-la-Palud (01),Châtillon-la-Palud,32,0,0,0,0,0,32
01093,Châtillon-sur-Chalaronne (01),Châtillon-sur-Chalaronne,522,7,5,1,4,0,539
01094,Chavannes-sur-Reyssouze (01),Chavannes-sur-Reyssouze,15,1,0,0,0,0,16
01095,Nivigne et Suran (01),Nivigne et Suran,35,1,0,0,1,0,37
01096,Chaveyriat (01),Chaveyriat,16,0,0,0,0,0,16
01098,Chazey-Bons (01),Chazey-Bons,28,1,0,0,0,0,29
01099,Chazey-sur-Ain (01),Chazey-sur-Ain,29,1,0,0,0,0,30
01102,Chevroux (01),Chevroux,13,0,0,0,0,0,13
01103,Chevry (01),Chevry,61,0,0,0,0,0,61
01104,Chézery-Forens (01),Chézery-Forens,18,0,9,0,0,0,27
01105,Civrieux (01),Civrieux,79,1,0,0,1,0,81
01108,Coligny (01),Coligny,69,6,0,0,0,0,75
01109,Collonges (01),Collonges,138,2,0,0,2,0,142
01110,Colomieu (01),Colomieu,,,,,,,4
01112,Condamine (01),Condamine,15,1,0,0,0,0,16
01113,Condeissiat (01),Condeissiat,57,2,0,0,0,0,59
01114,Confort (01),Confort,17,0,1,0,0,0,18
01115,Confrançon (01),Confrançon,79,0,0,0,0,0,79
01118,Corbonod (01),Corbonod,16,1,0,0,0,0,17
01121,Corlier (01),Corlier,,,,,,,4
01123,Cormoranche-sur-Saône (01),Cormoranche-sur-Saône,,,,,,,4
01124,Cormoz (01),Cormoz,12,0,0,0,0,0,12
01125,Corveissiat (01),Corveissiat,12,1,0,0,0,0,13
01127,Courmangoux (01),Courmangoux,,,,,,,6
01128,Courtes (01),Courtes,,,,,,,10
01130,Bresse Vallons (01),Bresse Vallons,82,2,0,0,0,0,84
01134,Crottet (01),Crottet,43,0,0,0,2,0,45
01135,Crozet (01),Crozet,70,0,0,0,0,0,70
01136,Cruzilles-lès-Mépillat (01),Cruzilles-lès-Mépillat,37,0,0,0,0,0,37
01138,Culoz (01),Culoz,336,15,1,0,10,0,362
01139,Curciat-Dongalon (01),Curciat-Dongalon,12,0,0,0,0,0,12
01140,Curtafond (01),Curtafond,34,0,0,0,2,0,36
01142,Dagneux (01),Dagneux,279,4,1,0,2,0,286
01143,Divonne-les-Bains (01),Divonne-les-Bains,622,5,21,0,15,0,663
01145,Dompierre-sur-Veyle (01),Dompierre-sur-Veyle,75,2,1,0,0,0,78
01147,Domsure (01),Domsure,21,0,0,0,0,0,21
01148,Dortan (01),Dortan,101,18,16,24,29,0,188
01149,Douvres (01),Douvres,23,0,0,0,0,0,23
01153,Échenevex (01),Échenevex,52,1,0,1,1,0,55
01155,Évosges (01),Évosges,,,,,,,6
01156,Faramans (01),Faramans,,,,,,,6
01157,Fareins (01),Fareins,71,3,0,0,0,0,74
01158,Farges (01),Farges,21,1,0,0,1,0,23
01159,Feillens (01),Feillens,127,1,2,0,5,0,135
01160,Ferney-Voltaire (01),Ferney-Voltaire,1247,22,26,1,30,0,1326
01163,Foissiat (01),Foissiat,76,0,3,0,0,0,79
01165,Francheleins (01),Francheleins,16,0,0,0,0,0,16
01166,Frans (01),Frans,115,1,0,0,1,0,117
01167,Garnerans (01),Garnerans,17,0,0,0,1,0,18
01169,Genouilleux (01),Genouilleux,,,,,,,8
01170,Béard-Géovreissiat (01),Béard-Géovreissiat,32,1,0,0,1,0,34
01171,Géovreisset (01),Géovreisset,,,,,,,4
01173,Gex (01),Gex,1181,35,39,1,36,0,1292
01175,Gorrevod (01),Gorrevod,45,3,0,0,0,0,48
01179,Grièges (01),Grièges,73,2,0,0,2,0,77
01180,Grilly (01),Grilly,,,,,,,3
01181,Groissiat (01),Groissiat,37,1,0,0,0,0,38
01183,Guéreins (01),Guéreins,,,,,,,5
01184,Hautecourt-Romanèche (01),Hautecourt-Romanèche,18,0,0,0,1,0,19
01185,Plateau d'Hauteville (01),Plateau d'Hauteville,395,21,3,6,13,0,438
01187,Haut Valromey (01),Haut Valromey,22,0,0,0,0,0,22
01188,Illiat (01),Illiat,,,,,,,7
01189,Injoux-Génissiat (01),Injoux-Génissiat,36,3,1,0,2,0,42
01192,Izernore (01),Izernore,242,5,14,0,4,0,265
01194,Jassans-Riottier (01),Jassans-Riottier,688,13,5,0,7,0,713
01195,Jasseron (01),Jasseron,82,0,0,0,0,0,82
01196,Jayat (01),Jayat,62,4,0,0,2,0,68
01197,Journans (01),Journans,14,0,0,0,0,0,14
01198,Joyeux (01),Joyeux,,,,,,,9
01199,Jujurieux (01),Jujurieux,117,6,3,0,5,0,131
01200,Labalme (01),Labalme,,,,,,,4
01202,Lagnieu (01),Lagnieu,654,8,1,0,15,0,678
01203,Laiz (01),Laiz,75,1,4,0,1,0,81
01204,Le Poizat-Lalleyriat (01),Le Poizat-Lalleyriat,,,,,,,8
01209,Léaz (01),Léaz,44,2,0,0,1,0,47
01210,Lélex (01),Lélex,18,5,4,0,0,0,27
01211,Lent (01),Lent,97,1,0,0,1,0,99
01212,Lescheroux (01),Lescheroux,,,,,,,8
01213,Leyment (01),Leyment,50,3,0,0,1,0,54
01214,Leyssard (01),Leyssard,,,,,,,2
01216,Lhuis (01),Lhuis,20,1,0,0,1,0,22
01224,Loyettes (01),Loyettes,135,3,2,0,4,0,144
01225,Lurcy (01),Lurcy,,,,,,,3
01228,Maillat (01),Maillat,16,0,1,0,0,0,17
01229,Malafretaz (01),Malafretaz,65,4,0,0,3,0,72
01230,Mantenay-Montlin (01),Mantenay-Montlin,11,0,0,0,0,0,11
01231,Manziat (01),Manziat,,,,,,,10
01232,Marboz (01),Marboz,47,1,1,0,0,0,49
01235,Marlieux (01),Marlieux,70,3,1,0,2,0,76
01236,Marsonnas (01),Marsonnas,15,0,0,0,0,0,15
01237,Martignat (01),Martignat,129,6,1,0,4,0,140
01238,Massieux (01),Massieux,128,2,0,0,1,0,131
01240,Matafelon-Granges (01),Matafelon-Granges,,,,,,,5
01241,Meillonnas (01),Meillonnas,71,1,0,0,1,0,73
01242,Mérignat (01),Mérignat,,,,,,,5
01243,Messimy-sur-Saône (01),Messimy-sur-Saône,,,,,,,8
01244,Meximieux (01),Meximieux,747,25,3,1,19,0,795
01245,Bohas-Meyriat-Rignat (01),Bohas-Meyriat-Rignat,,,,,,,3
01246,Mézériat (01),Mézériat,137,2,0,0,4,0,143
01247,Mijoux (01),Mijoux,17,2,0,0,0,0,19
01248,Mionnay (01),Mionnay,178,30,0,0,1,0,209
01249,Miribel (01),Miribel,753,13,2,1,17,0,786
01250,Misérieux (01),Misérieux,54,0,1,0,0,0,55
01254,Montagnat (01),Montagnat,84,3,0,0,1,0,88
01255,Montagnieu (01),Montagnieu,11,0,0,0,0,0,11
01257,Montanges (01),Montanges,,,,,,,4
01258,Montceaux (01),Montceaux,32,0,0,0,0,0,32
01259,Montcet (01),Montcet,24,0,0,0,1,0,25
01261,Monthieux (01),Monthieux,19,0,0,0,0,0,19
01262,Montluel (01),Montluel,625,29,13,0,16,0,683
01263,Montmerle-sur-Saône (01),Montmerle-sur-Saône,93,0,0,0,0,0,93
01264,Montracol (01),Montracol,41,0,0,0,0,0,41
01265,Montréal-la-Cluse (01),Montréal-la-Cluse,564,16,3,0,11,0,594
01266,Montrevel-en-Bresse (01),Montrevel-en-Bresse,317,5,0,0,5,0,327
01267,Nurieux-Volognat (01),Nurieux-Volognat,47,2,0,0,0,0,49
01268,Murs-et-Gélignieux (01),Murs-et-Gélignieux,,,,,,,4
01269,Nantua (01),Nantua,387,13,50,2,26,0,478
01272,Neuville-les-Dames (01),Neuville-les-Dames,42,1,0,0,0,0,43
01273,Neuville-sur-Ain (01),Neuville-sur-Ain,47,0,0,0,0,0,47
01274,Les Neyrolles (01),Les Neyrolles,51,3,0,0,1,0,55
01275,Neyron (01),Neyron,111,1,1,0,1,0,114
01281,Ornex (01),Ornex,456,11,5,15,15,0,502
01282,Outriaz (01),Outriaz,,,,,,,4
01283,Oyonnax (01),Oyonnax,3922,145,193,2,99,0,4361
01284,Ozan (01),Ozan,23,0,0,0,1,0,24
01285,Parcieux (01),Parcieux,,,,,,,8
01288,Péron (01),Péron,81,0,2,0,0,0,83
01289,Péronnas (01),Péronnas,577,7,3,1,10,0,598
01290,Pérouges (01),Pérouges,50,3,0,0,1,0,54
01291,Perrex (01),Perrex,17,0,0,0,0,0,17
01294,Peyrieu (01),Peyrieu,20,0,4,0,1,0,25
01295,Peyzieux-sur-Saône (01),Peyzieux-sur-Saône,,,,,,,1
01296,Pirajoux (01),Pirajoux,,,,,,,5
01297,Pizay (01),Pizay,21,1,0,0,1,0,23
01299,Le Plantay (01),Le Plantay,13,0,1,0,0,0,14
01301,Polliat (01),Polliat,91,0,3,0,0,0,94
01303,Poncin (01),Poncin,139,6,1,0,4,0,150
01304,Pont-d'Ain (01),Pont-d'Ain,123,1,1,0,5,0,130
01305,Pont-de-Vaux (01),Pont-de-Vaux,147,5,25,0,2,0,179
01306,Pont-de-Veyle (01),Pont-de-Veyle,142,4,0,0,1,0,147
01307,Port (01),Port,96,4,0,0,1,0,101
01308,Pougny (01),Pougny,86,2,0,0,4,0,92
01313,Prévessin-Moëns (01),Prévessin-Moëns,700,24,13,0,22,0,759
01314,Priay (01),Priay,37,0,0,0,0,0,37
01319,Relevant (01),Relevant,,,,,,,4
01320,Replonges (01),Replonges,109,1,0,0,2,0,112
01321,Revonnas (01),Revonnas,23,0,0,0,1,0,24
01322,Reyrieux (01),Reyrieux,289,3,2,0,3,0,297
01323,Reyssouze (01),Reyssouze,13,0,0,0,0,0,13
01325,Rignieux-le-Franc (01),Rignieux-le-Franc,50,0,0,0,1,0,51
01328,Romans (01),Romans,20,0,0,0,0,0,20
01329,Rossillon (01),Rossillon,,,,,,,6
01330,Ruffieu (01),Ruffieu,,,,,,,5
01332,Saint-André-de-Bâgé (01),Saint-André-de-Bâgé,33,0,0,0,1,0,34
01333,Saint-André-de-Corcy (01),Saint-André-de-Corcy,195,2,1,0,2,0,200
01334,Saint-André-d'Huiriat (01),Saint-André-d'Huiriat,,,,,,,10
01336,Saint-André-sur-Vieux-Jonc (01),Saint-André-sur-Vieux-Jonc,64,3,0,0,0,0,67
01337,Saint-Bénigne (01),Saint-Bénigne,32,1,1,0,0,0,34
01338,Groslée-Saint-Benoit (01),Groslée-Saint-Benoit,,,,,,,8
01339,Saint-Bernard (01),Saint-Bernard,24,0,0,0,1,0,25
01342,Sainte-Croix (01),Sainte-Croix,,,,,,,4
01343,Saint-Cyr-sur-Menthon (01),Saint-Cyr-sur-Menthon,62,1,4,0,2,0,69
01344,Saint-Denis-lès-Bourg (01),Saint-Denis-lès-Bourg,425,8,1,0,2,0,436
01345,Saint-Denis-en-Bugey (01),Saint-Denis-en-Bugey,106,3,3,0,4,0,116
01346,Saint-Didier-d'Aussiat (01),Saint-Didier-d'Aussiat,,,,,,,9
01347,Saint-Didier-de-Formans (01),Saint-Didier-de-Formans,47,0,0,0,0,0,47
01348,Saint-Didier-sur-Chalaronne (01),Saint-Didier-sur-Chalaronne,176,2,3,0,1,0,182
01349,Saint-Éloi (01),Saint-Éloi,,,,,,,9
01350,Saint-Étienne-du-Bois (01),Saint-Étienne-du-Bois,182,4,0,0,1,0,187
01351,Saint-Étienne-sur-Chalaronne (01),Saint-Étienne-sur-Chalaronne,38,0,12,0,0,0,50
01352,Saint-Étienne-sur-Reyssouze (01),Saint-Étienne-sur-Reyssouze,,,,,,,4
01353,Sainte-Euphémie (01),Sainte-Euphémie,32,0,0,0,0,0,32
01354,Saint-Genis-Pouilly (01),Saint-Genis-Pouilly,1415,27,27,1,47,0,1517
01355,Saint-Genis-sur-Menthon (01),Saint-Genis-sur-Menthon,19,0,0,0,1,0,20
01356,Saint-Georges-sur-Renon (01),Saint-Georges-sur-Renon,,,,,,,2
01357,Saint-Germain-de-Joux (01),Saint-Germain-de-Joux,39,4,0,0,0,0,43
01358,Saint-Germain-les-Paroisses (01),Saint-Germain-les-Paroisses,,,,,,,5
01360,Saint-Jean-de-Gonville (01),Saint-Jean-de-Gonville,28,2,0,0,1,0,31
01361,Saint-Jean-de-Niost (01),Saint-Jean-de-Niost,30,1,0,0,0,0,31
01362,Saint-Jean-de-Thurigneux (01),Saint-Jean-de-Thurigneux,12,0,0,0,0,0,12
01363,Saint-Jean-le-Vieux (01),Saint-Jean-le-Vieux,66,1,1,0,0,0,68
01364,Saint-Jean-sur-Reyssouze (01),Saint-Jean-sur-Reyssouze,30,2,0,0,0,0,32
01365,Saint-Jean-sur-Veyle (01),Saint-Jean-sur-Veyle,44,0,1,0,0,0,45
01366,Sainte-Julie (01),Sainte-Julie,13,0,0,0,1,0,14
01367,Saint-Julien-sur-Reyssouze (01),Saint-Julien-sur-Reyssouze,13,0,0,0,0,0,13
01368,Saint-Julien-sur-Veyle (01),Saint-Julien-sur-Veyle,20,0,0,0,0,0,20
01369,Saint-Just (01),Saint-Just,29,0,0,0,0,0,29
01370,Saint-Laurent-sur-Saône (01),Saint-Laurent-sur-Saône,326,10,1,0,7,0,344
01371,Saint-Marcel (01),Saint-Marcel,81,0,0,0,0,0,81
01373,Saint-Martin-du-Frêne (01),Saint-Martin-du-Frêne,34,2,0,0,1,0,37
01374,Saint-Martin-du-Mont (01),Saint-Martin-du-Mont,18,2,0,0,0,0,20
01375,Saint-Martin-le-Châtel (01),Saint-Martin-le-Châtel,15,0,0,0,0,0,15
01376,Saint-Maurice-de-Beynost (01),Saint-Maurice-de-Beynost,346,10,2,0,11,0,369
01378,Saint-Maurice-de-Gourdans (01),Saint-Maurice-de-Gourdans,13,0,0,0,0,0,13
01379,Saint-Maurice-de-Rémens (01),Saint-Maurice-de-Rémens,23,0,0,0,0,0,23
01380,Saint-Nizier-le-Bouchoux (01),Saint-Nizier-le-Bouchoux,23,1,0,0,0,0,24
01381,Saint-Nizier-le-Désert (01),Saint-Nizier-le-Désert,28,0,0,0,0,0,28
01382,Sainte-Olive (01),Sainte-Olive,,,,,,,7
01383,Saint-Paul-de-Varax (01),Saint-Paul-de-Varax,131,3,2,0,1,0,137
01384,Saint-Rambert-en-Bugey (01),Saint-Rambert-en-Bugey,122,13,2,0,4,0,141
01385,Saint-Rémy (01),Saint-Rémy,54,0,0,0,0,0,54
01386,Saint-Sorlin-en-Bugey (01),Saint-Sorlin-en-Bugey,,,,,,,7
01388,Saint-Trivier-de-Courtes (01),Saint-Trivier-de-Courtes,77,4,2,0,0,0,83
01389,Saint-Trivier-sur-Moignans (01),Saint-Trivier-sur-Moignans,112,2,2,0,1,0,117
01391,Salavre (01),Salavre,,,,,,,4
01392,Samognat (01),Samognat,,,,,,,9
01393,Sandrans (01),Sandrans,,,,,,,5
01396,Sault-Brénaz (01),Sault-Brénaz,77,7,1,0,4,0,89
01397,Sauverny (01),Sauverny,53,0,0,0,1,0,54
01398,Savigneux (01),Savigneux,45,1,2,0,0,0,48
01399,Ségny (01),Ségny,228,6,0,0,0,0,234
01401,Sergy (01),Sergy,78,1,3,0,2,0,84
01402,Sermoyer (01),Sermoyer,18,0,0,0,0,0,18
01403,Serrières-de-Briord (01),Serrières-de-Briord,75,3,2,0,2,0,82
01405,Servas (01),Servas,95,1,0,0,3,0,99
01406,Servignat (01),Servignat,,,,,,,7
01407,Seyssel (01),Seyssel,59,1,0,0,1,0,61
01408,Simandre-sur-Suran (01),Simandre-sur-Suran,14,1,0,0,0,0,15
01410,Sonthonnax-la-Montagne (01),Sonthonnax-la-Montagne,,,,,,,6
01412,Sulignat (01),Sulignat,19,0,5,0,0,0,24
01416,Tenay (01),Tenay,44,2,0,0,1,0,47
01418,Thil (01),Thil,12,1,0,0,0,0,13
01419,Thoiry (01),Thoiry,435,12,5,0,10,0,462
01420,Thoissey (01),Thoissey,279,2,0,0,1,0,282
01421,Torcieu (01),Torcieu,11,0,1,0,0,0,12
01422,Tossiat (01),Tossiat,45,1,0,0,1,0,47
01423,Toussieux (01),Toussieux,22,1,0,0,1,0,24
01424,Tramoyes (01),Tramoyes,35,2,0,0,0,0,37
01426,Val-Revermont (01),Val-Revermont,84,1,1,0,1,0,87
01427,Trévoux (01),Trévoux,739,10,8,0,15,0,772
01429,Vandeins (01),Vandeins,16,0,0,0,0,0,16
01430,Varambon (01),Varambon,37,1,0,0,0,0,38
01431,Vaux-en-Bugey (01),Vaux-en-Bugey,19,0,0,0,1,0,20
01432,Verjon (01),Verjon,12,1,0,0,0,0,13
01433,Vernoux (01),Vernoux,,,,,,,4
01434,Versailleux (01),Versailleux,21,0,1,0,0,0,22
01435,Versonnex (01),Versonnex,176,1,3,0,8,0,188
01437,Vescours (01),Vescours,,,,,,,2
01441,Vieu-d'Izenave (01),Vieu-d'Izenave,28,0,0,0,2,0,30
01443,Villars-les-Dombes (01),Villars-les-Dombes,399,6,14,0,6,0,425
01444,Villebois (01),Villebois,40,0,0,0,0,0,40
01445,Villemotier (01),Villemotier,17,1,0,0,0,0,18
01446,Villeneuve (01),Villeneuve,8,4,5,0,0,0,17
01447,Villereversure (01),Villereversure,71,2,0,0,1,0,74
01449,Villette-sur-Ain (01),Villette-sur-Ain,,,,,,,8
01450,Villieu-Loyes-Mollon (01),Villieu-Loyes-Mollon,101,0,0,0,1,0,102
01451,Viriat (01),Viriat,444,1,0,0,7,0,452
01452,Virieu-le-Grand (01),Virieu-le-Grand,67,6,4,0,0,0,77
01453,Arvière-en-Valromey (01),Arvière-en-Valromey,19,3,0,0,0,0,22
01454,Virignin (01),Virignin,46,0,0,0,0,0,46
01457,Vonnas (01),Vonnas,239,3,0,0,2,0,244
02001,Abbécourt (02),Abbécourt,,,,,,,2
02003,Acy (02),Acy,14,0,0,0,0,0,14
02006,Aisonville-et-Bernoville (02),Aisonville-et-Bernoville,,,,,,,1
02011,Ambleny (02),Ambleny,15,1,1,0,0,0,17
02018,Anizy-le-Grand (02),Anizy-le-Grand,107,5,8,7,2,0,129
02028,Athies-sous-Laon (02),Athies-sous-Laon,99,1,1,0,0,0,101
02031,Aubenton (02),Aubenton,10,2,0,0,0,0,12
02037,Aulnois-sous-Laon (02),Aulnois-sous-Laon,79,0,1,0,0,0,80
02041,Autreville (02),Autreville,,,,,,,1
02057,Beaurevoir (02),Beaurevoir,60,1,1,0,3,0,65
02058,Beaurieux (02),Beaurieux,28,1,2,0,1,0,32
02059,Beautor (02),Beautor,214,16,4,0,0,0,234
02064,Belleu (02),Belleu,597,96,6,1,3,0,703
02065,Bellicourt (02),Bellicourt,,,,,,,3
02073,Berry-au-Bac (02),Berry-au-Bac,25,0,0,0,0,0,25
02074,Bertaucourt-Epourdon (02),Bertaucourt-Epourdon,,,,,,,1
02080,Besny-et-Loizy (02),Besny-et-Loizy,,,,,,,8
02083,Beuvardes (02),Beuvardes,,,,,,,1
02085,Bézu-Saint-Germain (02),Bézu-Saint-Germain,54,0,0,0,0,0,54
02089,Billy-sur-Aisne (02),Billy-sur-Aisne,,,,,,,2
02093,Blérancourt (02),Blérancourt,40,0,0,0,0,0,40
02095,Bohain-en-Vermandois (02),Bohain-en-Vermandois,320,37,10,0,6,0,373
02097,Boncourt (02),Boncourt,,,,,,,1
02103,Boué (02),Boué,116,8,3,0,2,0,129
02106,Bourg-et-Comin (02),Bourg-et-Comin,24,0,1,0,0,0,25
02108,Bourguignon-sous-Montbavin (02),Bourguignon-sous-Montbavin,,,,,,,1
02109,La Bouteille (02),La Bouteille,,,,,,,6
02110,Braine (02),Braine,221,10,4,0,1,0,236
02111,Brancourt-en-Laonnois (02),Brancourt-en-Laonnois,,,,,,,1
02114,Brasles (02),Brasles,265,3,3,0,0,0,271
02123,Brissay-Choigny (02),Brissay-Choigny,,,,,,,1
02126,Brunehamel (02),Brunehamel,21,0,0,0,0,0,21
02128,Bruyères-et-Montbérault (02),Bruyères-et-Montbérault,49,1,1,0,0,0,51
02131,Bucy-le-Long (02),Bucy-le-Long,87,0,1,0,1,0,89
02134,Buire (02),Buire,31,0,0,0,0,0,31
02135,Buironfosse (02),Buironfosse,66,5,8,0,1,0,80
02141,La Capelle (02),La Capelle,168,19,17,8,14,0,226
02145,Caumont (02),Caumont,,,,,,,1
02150,Cerny-en-Laonnois (02),Cerny-en-Laonnois,,,,,,,2
02152,Cerseuil (02),Cerseuil,,,,,,,1
02153,Cessières-Suzy (02),Cessières-Suzy,14,0,0,0,0,0,14
02155,Chaillevois (02),Chaillevois,,,,,,,1
02157,Chambry (02),Chambry,53,0,2,0,0,0,55
02158,Chamouille (02),Chamouille,19,0,0,0,0,0,19
02160,Chaourse (02),Chaourse,,,,,,,1
02163,Charly-sur-Marne (02),Charly-sur-Marne,197,1,1,1,0,0,200
02165,Charmes (02),Charmes,64,0,0,0,1,0,65
02168,Château-Thierry (02),Château-Thierry,2398,71,102,11,57,0,2639
02169,Châtillon-lès-Sons (02),Châtillon-lès-Sons,,,,,,,1
02173,Chauny (02),Chauny,1510,18,18,5,8,0,1559
02185,Chézy-en-Orxois (02),Chézy-en-Orxois,,,,,,,1
02186,Chézy-sur-Marne (02),Chézy-sur-Marne,24,0,0,0,0,0,24
02187,Chierry (02),Chierry,33,0,0,0,0,0,33
02191,Chivy-lès-Étouvelles (02),Chivy-lès-Étouvelles,34,0,0,0,0,0,34
02195,Ciry-Salsogne (02),Ciry-Salsogne,11,0,0,0,0,0,11
02198,Clamecy (02),Clamecy,,,,,,,1
02199,Clastres (02),Clastres,20,0,0,0,0,0,20
02203,Coincy (02),Coincy,32,0,0,0,0,0,32
02209,Condé-en-Brie (02),Condé-en-Brie,4,0,0,0,0,0,4
02210,Condé-sur-Aisne (02),Condé-sur-Aisne,,,,,,,9
02212,Condren (02),Condren,,,,,,,5
02215,Corbeny (02),Corbeny,22,3,1,0,0,0,26
02216,Corcy (02),Corcy,,,,,,,2
02217,Coucy-le-Château-Auffrique (02),Coucy-le-Château-Auffrique,35,0,0,0,0,0,35
02218,Coucy-lès-Eppes (02),Coucy-lès-Eppes,18,0,0,0,0,0,18
02226,Courmelles (02),Courmelles,75,1,1,0,0,0,77
02228,Courtemont-Varennes (02),Courtemont-Varennes,,,,,,,10
02231,Couvron-et-Aumencourt (02),Couvron-et-Aumencourt,109,0,1,1,0,0,111
02236,Crécy-au-Mont (02),Crécy-au-Mont,,,,,,,2
02237,Crécy-sur-Serre (02),Crécy-sur-Serre,85,1,3,1,0,0,90
02238,Crépy (02),Crépy,53,0,4,0,0,0,57
02239,Crézancy (02),Crézancy,82,0,1,0,0,0,83
02243,Crouy (02),Crouy,308,2,0,0,3,0,313
02245,Cuffies (02),Cuffies,338,38,15,0,0,0,391
02253,Cuisy-en-Almont (02),Cuisy-en-Almont,,,,,,,1
02256,Dagny-Lambercy (02),Dagny-Lambercy,,,,,,,9
02260,Danizy (02),Danizy,37,0,0,0,0,0,37
02264,Dizy-le-Gros (02),Dizy-le-Gros,12,2,1,0,0,0,15
02267,Dommiers (02),Dommiers,,,,,,,1
02277,Épagny (02),Épagny,,,,,,,1
02282,Eppes (02),Eppes,12,0,0,0,1,0,13
02286,Esquéhéries (02),Esquéhéries,,,,,,,1
02287,Essigny-le-Grand (02),Essigny-le-Grand,41,0,1,0,0,0,42
02290,Essômes-sur-Marne (02),Essômes-sur-Marne,36,0,0,0,0,0,36
02292,Étampes-sur-Marne (02),Étampes-sur-Marne,79,0,0,0,1,0,80
